Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Fully_Equipped_Kitchen,Province,Municipality,Price_Group,Price_Group_Per_Region
265000.0,9700,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Oost-Vlaanderen,Welden,200000-350000,Oost-Vlaanderen_200000-350000
149000.0,4500,APARTMENT,APARTMENT,GOOD,2.0,False,Luik,Tihange,100000-200000,Luik_100000-200000
285000.0,3740,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Limburg,Waltwilder,200000-350000,Limburg_200000-350000
375000.0,1140,APARTMENT,GROUND_FLOOR,AS_NEW,3.0,False,Brussel,Evere,350000-550000,Brussel_350000-550000
104000.0,7380,HOUSE,HOUSE,TO_RESTORE,2.0,False,Henegouwen,Quiévrain,100000-200000,Henegouwen_100000-200000
747000.0,1970,HOUSE,VILLA,TO_RENOVATE,4.0,False,Vlaams-Brabant,Wezembeek-oppem,550000-750000,Vlaams-Brabant_550000-750000
379000.0,1790,HOUSE,HOUSE,GOOD,3.0,False,Vlaams-Brabant,Teralfene,350000-550000,Vlaams-Brabant_350000-550000
350000.0,8430,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,West-Vlaanderen,Middelkerke,200000-350000,West-Vlaanderen_200000-350000
299999.0,2040,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Zandvliet,200000-350000,Antwerpen_200000-350000
370000.0,8430,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,West-Vlaanderen,Middelkerke,350000-550000,West-Vlaanderen_350000-550000
265000.0,8310,APARTMENT,APARTMENT,AS_NEW,2.0,False,West-Vlaanderen,Sint-Kruis,200000-350000,West-Vlaanderen_200000-350000
495000.0,9052,APARTMENT,APARTMENT,TO_RENOVATE,4.0,False,Oost-Vlaanderen,Zwijnaarde,350000-550000,Oost-Vlaanderen_350000-550000
235000.0,9220,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Oost-Vlaanderen,Moerzeke,200000-350000,Oost-Vlaanderen_200000-350000
275000.0,1200,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
245000.0,7080,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Henegouwen,Sars-La-Bruyère,200000-350000,Henegouwen_200000-350000
569000.0,9060,HOUSE,HOUSE,AS_NEW,4.0,False,Oost-Vlaanderen,Zelzate,550000-750000,Oost-Vlaanderen_550000-750000
125000.0,4000,HOUSE,TOWN_HOUSE,TO_RENOVATE,3.0,False,Luik,Rocourt,100000-200000,Luik_100000-200000
249000.0,4120,HOUSE,HOUSE,GOOD,3.0,False,Luik,Rotheux-Rimière,200000-350000,Luik_200000-350000
250000.0,8540,HOUSE,HOUSE,AS_NEW,3.0,False,West-Vlaanderen,Deerlijk,200000-350000,West-Vlaanderen_200000-350000
231000.0,2060,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,False,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
235000.0,8800,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Rumbeke,200000-350000,West-Vlaanderen_200000-350000
239000.0,1070,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Anderlecht,200000-350000,Brussel_200000-350000
292000.0,1020,APARTMENT,APARTMENT,AS_NEW,2.0,False,Brussel,Laken,200000-350000,Brussel_200000-350000
275000.0,9185,APARTMENT,APARTMENT,GOOD,1.0,False,Oost-Vlaanderen,Wachtebeke,200000-350000,Oost-Vlaanderen_200000-350000
795000.0,1150,APARTMENT,APARTMENT,GOOD,3.0,True,Brussel,Sint-pieters-woluwe,750000-950000,Brussel_750000-950000
399000.0,2018,APARTMENT,APARTMENT,GOOD,4.0,False,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
285000.0,1000,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Brussel,200000-350000,Brussel_200000-350000
260000.0,8800,HOUSE,HOUSE,GOOD,4.0,False,West-Vlaanderen,Rumbeke,200000-350000,West-Vlaanderen_200000-350000
520000.0,1490,HOUSE,HOUSE,GOOD,3.0,False,Waals-Brabant,Court-saint-etienne,350000-550000,Waals-Brabant_350000-550000
255000.0,9000,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Gent,200000-350000,Oost-Vlaanderen_200000-350000
400000.0,1050,APARTMENT,APARTMENT,AS_NEW,2.0,False,Brussel,Elsene,350000-550000,Brussel_350000-550000
420000.0,1000,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,False,Brussel,Brussel,350000-550000,Brussel_350000-550000
189000.0,5570,HOUSE,CHALET,TO_BE_DONE_UP,3.0,False,Namen,Winenne,100000-200000,Namen_100000-200000
220000.0,6980,HOUSE,MIXED_USE_BUILDING,GOOD,4.0,False,Luxemburg,La Roche-en-ardenne,200000-350000,Luxemburg_200000-350000
375000.0,8370,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Uitkerke,350000-550000,West-Vlaanderen_350000-550000
215000.0,1120,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Neder-Over-Heembeek,200000-350000,Brussel_200000-350000
595000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,True,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
170000.0,4020,APARTMENT,APARTMENT,GOOD,3.0,False,Luik,Wandre,100000-200000,Luik_100000-200000
185000.0,5570,HOUSE,HOUSE,GOOD,3.0,False,Namen,Winenne,100000-200000,Namen_100000-200000
334000.0,2940,APARTMENT,DUPLEX,GOOD,3.0,False,Antwerpen,Stabroek,200000-350000,Antwerpen_200000-350000
390000.0,1180,APARTMENT,APARTMENT,GOOD,2.0,True,Brussel,Ukkel,350000-550000,Brussel_350000-550000
410000.0,6750,HOUSE,HOUSE,AS_NEW,4.0,False,Luxemburg,Signeulx,350000-550000,Luxemburg_350000-550000
345000.0,2070,APARTMENT,DUPLEX,AS_NEW,3.0,False,Antwerpen,Zwijndrecht,200000-350000,Antwerpen_200000-350000
345000.0,2811,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Antwerpen,Leest,200000-350000,Antwerpen_200000-350000
449000.0,6230,HOUSE,HOUSE,GOOD,4.0,False,Henegouwen,Viesville,350000-550000,Henegouwen_350000-550000
155000.0,6040,HOUSE,HOUSE,JUST_RENOVATED,2.0,False,Henegouwen,Jumet,100000-200000,Henegouwen_100000-200000
490123.0,1330,APARTMENT,APARTMENT,AS_NEW,2.0,True,Waals-Brabant,Rixensart,350000-550000,Waals-Brabant_350000-550000
259000.0,9600,HOUSE,HOUSE,AS_NEW,3.0,True,Oost-Vlaanderen,Ronse,200000-350000,Oost-Vlaanderen_200000-350000
315000.0,7864,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Henegouwen,Deux-Acren,200000-350000,Henegouwen_200000-350000
875000.0,8670,HOUSE,HOUSE,TO_RENOVATE,4.0,False,West-Vlaanderen,Wulpen,750000-950000,West-Vlaanderen_750000-950000
349000.0,2950,APARTMENT,APARTMENT,AS_NEW,2.0,False,Antwerpen,Kapellen,200000-350000,Antwerpen_200000-350000
254000.0,9600,APARTMENT,APARTMENT,GOOD,1.0,False,Oost-Vlaanderen,Ronse,200000-350000,Oost-Vlaanderen_200000-350000
175000.0,9400,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Oost-Vlaanderen,Voorde,100000-200000,Oost-Vlaanderen_100000-200000
364000.0,8301,HOUSE,HOUSE,GOOD,2.0,False,West-Vlaanderen,Ramskapelle,350000-550000,West-Vlaanderen_350000-550000
285000.0,8400,APARTMENT,APARTMENT,GOOD,1.0,False,West-Vlaanderen,Zandvoorde,200000-350000,West-Vlaanderen_200000-350000
289000.0,2100,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,False,Antwerpen,Deurne,200000-350000,Antwerpen_200000-350000
229000.0,8370,APARTMENT,APARTMENT,AS_NEW,2.0,False,West-Vlaanderen,Uitkerke,200000-350000,West-Vlaanderen_200000-350000
289000.0,8420,HOUSE,BUNGALOW,JUST_RENOVATED,2.0,False,West-Vlaanderen,Wenduine,200000-350000,West-Vlaanderen_200000-350000
231000.0,9600,APARTMENT,APARTMENT,AS_NEW,2.0,False,Oost-Vlaanderen,Ronse,200000-350000,Oost-Vlaanderen_200000-350000
359000.0,9450,APARTMENT,DUPLEX,AS_NEW,4.0,True,Oost-Vlaanderen,Heldergem,350000-550000,Oost-Vlaanderen_350000-550000
185000.0,5570,HOUSE,HOUSE,GOOD,2.0,False,Namen,Winenne,100000-200000,Namen_100000-200000
615000.0,9000,APARTMENT,APARTMENT,GOOD,3.0,False,Oost-Vlaanderen,Gent,550000-750000,Oost-Vlaanderen_550000-750000
295000.0,2100,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Deurne,200000-350000,Antwerpen_200000-350000
225000.0,9000,APARTMENT,APARTMENT,AS_NEW,2.0,False,Oost-Vlaanderen,Gent,200000-350000,Oost-Vlaanderen_200000-350000
499000.0,2260,HOUSE,HOUSE,AS_NEW,3.0,False,Antwerpen,Zoerle-Parwijs,350000-550000,Antwerpen_350000-550000
265000.0,4000,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,False,Luik,Rocourt,200000-350000,Luik_200000-350000
295000.0,1200,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
398000.0,9051,APARTMENT,APARTMENT,AS_NEW,2.0,True,Oost-Vlaanderen,Sint-Denijs-Westrem,350000-550000,Oost-Vlaanderen_350000-550000
375000.0,9800,APARTMENT,DUPLEX,GOOD,2.0,False,Oost-Vlaanderen,Zeveren,350000-550000,Oost-Vlaanderen_350000-550000
169000.0,4610,HOUSE,HOUSE,JUST_RENOVATED,2.0,False,Luik,Queue-Du-Bois,100000-200000,Luik_100000-200000
695000.0,4000,APARTMENT,APARTMENT,AS_NEW,3.0,True,Luik,Rocourt,550000-750000,Luik_550000-750000
149900.0,6224,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Henegouwen,Wanfercée-Baulet,100000-200000,Henegouwen_100000-200000
105000.0,8420,APARTMENT,APARTMENT,AS_NEW,1.0,False,West-Vlaanderen,Wenduine,100000-200000,West-Vlaanderen_100000-200000
435000.0,8020,HOUSE,HOUSE,GOOD,3.0,True,West-Vlaanderen,Waardamme,350000-550000,West-Vlaanderen_350000-550000
299900.0,4100,HOUSE,HOUSE,AS_NEW,3.0,False,Luik,Seraing,200000-350000,Luik_200000-350000
145000.0,4100,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Luik,Seraing,100000-200000,Luik_100000-200000
99900.0,7160,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Henegouwen,Piéton,0-100000,Henegouwen_0-100000
299000.0,8470,APARTMENT,APARTMENT,GOOD,4.0,False,West-Vlaanderen,Zevekote,200000-350000,West-Vlaanderen_200000-350000
395000.0,1050,APARTMENT,APARTMENT,GOOD,2.0,False,Brussel,Elsene,350000-550000,Brussel_350000-550000
245000.0,1933,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Vlaams-Brabant,Sterrebeek,200000-350000,Vlaams-Brabant_200000-350000
339000.0,8310,HOUSE,HOUSE,TO_RENOVATE,4.0,False,West-Vlaanderen,Sint-Kruis,200000-350000,West-Vlaanderen_200000-350000
525000.0,2520,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,True,Antwerpen,Ranst,350000-550000,Antwerpen_350000-550000
210000.0,2100,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Deurne,200000-350000,Antwerpen_200000-350000
445000.0,1980,HOUSE,HOUSE,GOOD,4.0,False,Vlaams-Brabant,Zemst,350000-550000,Vlaams-Brabant_350000-550000
235000.0,1080,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Brussel,Sint-jans-molenbeek,200000-350000,Brussel_200000-350000
205000.0,8430,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,West-Vlaanderen,Middelkerke,200000-350000,West-Vlaanderen_200000-350000
215000.0,8800,HOUSE,HOUSE,GOOD,4.0,False,West-Vlaanderen,Rumbeke,200000-350000,West-Vlaanderen_200000-350000
289000.0,3620,APARTMENT,DUPLEX,AS_NEW,2.0,False,Limburg,Veldwezelt,200000-350000,Limburg_200000-350000
289000.0,9860,APARTMENT,APARTMENT,AS_NEW,2.0,False,Oost-Vlaanderen,Scheldewindeke,200000-350000,Oost-Vlaanderen_200000-350000
289000.0,8000,APARTMENT,APARTMENT,AS_NEW,3.0,False,West-Vlaanderen,Koolkerke,200000-350000,West-Vlaanderen_200000-350000
85000.0,6060,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,1.0,False,Henegouwen,Gilly,0-100000,Henegouwen_0-100000
825000.0,2060,HOUSE,MIXED_USE_BUILDING,AS_NEW,4.0,False,Antwerpen,Antwerpen,750000-950000,Antwerpen_750000-950000
399000.0,2000,APARTMENT,APARTMENT,GOOD,3.0,True,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
245000.0,1620,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Vlaams-Brabant,Drogenbos,200000-350000,Vlaams-Brabant_200000-350000
685000.0,8301,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,False,West-Vlaanderen,Ramskapelle,550000-750000,West-Vlaanderen_550000-750000
349500.0,8650,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Merkem,200000-350000,West-Vlaanderen_200000-350000
328000.0,2580,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Antwerpen,Putte,200000-350000,Antwerpen_200000-350000
295000.0,9750,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Zingem,200000-350000,Oost-Vlaanderen_200000-350000
170000.0,1731,APARTMENT,APARTMENT,GOOD,3.0,False,Vlaams-Brabant,Zellik,100000-200000,Vlaams-Brabant_100000-200000
335000.0,1331,APARTMENT,APARTMENT,GOOD,3.0,True,Waals-Brabant,Rosières,200000-350000,Waals-Brabant_200000-350000
294800.0,6460,APARTMENT,APARTMENT,AS_NEW,2.0,False,Henegouwen,Villers-La-Tour,200000-350000,Henegouwen_200000-350000
139000.0,4000,APARTMENT,APARTMENT,GOOD,1.0,False,Luik,Rocourt,100000-200000,Luik_100000-200000
149000.0,8400,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,West-Vlaanderen,Zandvoorde,100000-200000,West-Vlaanderen_100000-200000
295000.0,2340,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Antwerpen,Vlimmeren,200000-350000,Antwerpen_200000-350000
519000.0,9000,APARTMENT,DUPLEX,GOOD,2.0,True,Oost-Vlaanderen,Gent,350000-550000,Oost-Vlaanderen_350000-550000
439000.0,2050,HOUSE,HOUSE,AS_NEW,3.0,False,Antwerpen,Antwerpen,350000-550000,Antwerpen_350000-550000
189000.0,4032,HOUSE,HOUSE,GOOD,2.0,False,Luik,Chênee,100000-200000,Luik_100000-200000
650000.0,2000,APARTMENT,APARTMENT,AS_NEW,2.0,True,Antwerpen,Antwerpen,550000-750000,Antwerpen_550000-750000
365000.0,4121,HOUSE,BUNGALOW,AS_NEW,2.0,False,Luik,Neuville-En-Condroz,350000-550000,Luik_350000-550000
210000.0,4040,HOUSE,HOUSE,GOOD,3.0,False,Luik,Herstal,200000-350000,Luik_200000-350000
215000.0,1831,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,True,Vlaams-Brabant,Diegem,200000-350000,Vlaams-Brabant_200000-350000
419000.0,9450,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Heldergem,350000-550000,Oost-Vlaanderen_350000-550000
538500.0,8770,APARTMENT,APARTMENT,GOOD,3.0,False,West-Vlaanderen,Ingelmunster,350000-550000,West-Vlaanderen_350000-550000
319000.0,2018,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Antwerpen,Antwerpen,200000-350000,Antwerpen_200000-350000
275000.0,4400,HOUSE,MIXED_USE_BUILDING,GOOD,3.0,False,Luik,Mons-Lez-Liège,200000-350000,Luik_200000-350000
268000.0,9170,HOUSE,HOUSE,GOOD,2.0,False,Oost-Vlaanderen,Sint-gillis-waas,200000-350000,Oost-Vlaanderen_200000-350000
170000.0,5580,APARTMENT,APARTMENT,GOOD,2.0,False,Namen,Wavreille,100000-200000,Namen_100000-200000
495000.0,1090,HOUSE,APARTMENT_BLOCK,TO_BE_DONE_UP,2.0,False,Brussel,Jette,350000-550000,Brussel_350000-550000
99000.0,9500,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Oost-Vlaanderen,Zarlardinge,0-100000,Oost-Vlaanderen_0-100000
298000.0,6780,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Luxemburg,Wolkrange,200000-350000,Luxemburg_200000-350000
179000.0,2140,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Borgerhout,100000-200000,Antwerpen_100000-200000
395000.0,8570,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Vichte,350000-550000,West-Vlaanderen_350000-550000
495000.0,8300,APARTMENT,APARTMENT,AS_NEW,2.0,False,West-Vlaanderen,Westkapelle,350000-550000,West-Vlaanderen_350000-550000
169000.0,1080,APARTMENT,APARTMENT,GOOD,1.0,False,Brussel,Sint-jans-molenbeek,100000-200000,Brussel_100000-200000
165000.0,5000,HOUSE,BUNGALOW,GOOD,1.0,False,Namen,Namur,100000-200000,Namen_100000-200000
329000.0,9700,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Oost-Vlaanderen,Welden,200000-350000,Oost-Vlaanderen_200000-350000
235000.0,8560,APARTMENT,APARTMENT,AS_NEW,2.0,False,West-Vlaanderen,Wevelgem,200000-350000,West-Vlaanderen_200000-350000
296000.0,9750,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Oost-Vlaanderen,Zingem,200000-350000,Oost-Vlaanderen_200000-350000
429000.0,2170,HOUSE,TOWN_HOUSE,AS_NEW,3.0,False,Antwerpen,Merksem,350000-550000,Antwerpen_350000-550000
185000.0,9600,HOUSE,HOUSE,JUST_RENOVATED,4.0,False,Oost-Vlaanderen,Ronse,100000-200000,Oost-Vlaanderen_100000-200000
199000.0,2150,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Antwerpen,Borsbeek,100000-200000,Antwerpen_100000-200000
524500.0,2800,APARTMENT,LOFT,AS_NEW,2.0,True,Antwerpen,Walem,350000-550000,Antwerpen_350000-550000
250000.0,7500,APARTMENT,APARTMENT,GOOD,2.0,False,Henegouwen,Tournai,200000-350000,Henegouwen_200000-350000
400000.0,9051,APARTMENT,APARTMENT,GOOD,3.0,True,Oost-Vlaanderen,Sint-Denijs-Westrem,350000-550000,Oost-Vlaanderen_350000-550000
280000.0,6780,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Luxemburg,Wolkrange,200000-350000,Luxemburg_200000-350000
375000.0,2170,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Antwerpen,Merksem,350000-550000,Antwerpen_350000-550000
195000.0,2100,APARTMENT,APARTMENT,JUST_RENOVATED,2.0,False,Antwerpen,Deurne,100000-200000,Antwerpen_100000-200000
262000.0,9800,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Zeveren,200000-350000,Oost-Vlaanderen_200000-350000
299000.0,1200,APARTMENT,APARTMENT,AS_NEW,1.0,False,Brussel,Sint-lambrechts-woluwe,200000-350000,Brussel_200000-350000
565000.0,1120,HOUSE,APARTMENT_BLOCK,GOOD,4.0,False,Brussel,Neder-Over-Heembeek,550000-750000,Brussel_550000-750000
380000.0,1140,APARTMENT,APARTMENT,AS_NEW,2.0,False,Brussel,Evere,350000-550000,Brussel_350000-550000
209000.0,9473,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Welle,200000-350000,Oost-Vlaanderen_200000-350000
260000.0,1800,APARTMENT,APARTMENT,GOOD,2.0,False,Vlaams-Brabant,Vilvoorde,200000-350000,Vlaams-Brabant_200000-350000
445000.0,1000,APARTMENT,TRIPLEX,AS_NEW,3.0,True,Brussel,Brussel,350000-550000,Brussel_350000-550000
425997.0,8550,APARTMENT,APARTMENT,AS_NEW,3.0,False,West-Vlaanderen,Zwevegem,350000-550000,West-Vlaanderen_350000-550000
59000.0,4102,HOUSE,HOUSE,TO_BE_DONE_UP,1.0,False,Luik,Ougrée,0-100000,Luik_0-100000
269000.0,1083,HOUSE,HOUSE,TO_RENOVATE,3.0,False,Brussel,Ganshoren,200000-350000,Brussel_200000-350000
395000.0,1853,HOUSE,HOUSE,AS_NEW,3.0,False,Vlaams-Brabant,Strombeek-Bever,350000-550000,Vlaams-Brabant_350000-550000
349000.0,8500,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,West-Vlaanderen,Kortrijk,200000-350000,West-Vlaanderen_200000-350000
235000.0,9030,APARTMENT,APARTMENT,GOOD,2.0,False,Oost-Vlaanderen,Mariakerke,200000-350000,Oost-Vlaanderen_200000-350000
239000.0,8400,APARTMENT,APARTMENT,GOOD,3.0,False,West-Vlaanderen,Zandvoorde,200000-350000,West-Vlaanderen_200000-350000
385000.0,2222,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Antwerpen,Wiekevorst,350000-550000,Antwerpen_350000-550000
499000.0,9980,HOUSE,HOUSE,GOOD,3.0,True,Oost-Vlaanderen,Sint-laureins,350000-550000,Oost-Vlaanderen_350000-550000
795000.0,1050,APARTMENT,APARTMENT,AS_NEW,3.0,True,Brussel,Elsene,750000-950000,Brussel_750000-950000
198000.0,8400,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Zandvoorde,100000-200000,West-Vlaanderen_100000-200000
130000.0,2170,APARTMENT,APARTMENT,TO_BE_DONE_UP,1.0,False,Antwerpen,Merksem,100000-200000,Antwerpen_100000-200000
79000.0,4570,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Luik,Vyle-Et-Tharoul,0-100000,Luik_0-100000
538500.0,9800,HOUSE,HOUSE,AS_NEW,3.0,True,Oost-Vlaanderen,Zeveren,350000-550000,Oost-Vlaanderen_350000-550000
875000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Westkapelle,750000-950000,West-Vlaanderen_750000-950000
339000.0,1000,APARTMENT,TRIPLEX,GOOD,3.0,False,Brussel,Brussel,200000-350000,Brussel_200000-350000
625000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Westkapelle,550000-750000,West-Vlaanderen_550000-750000
340000.0,4537,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Luik,Verlaine,200000-350000,Luik_200000-350000
680000.0,1190,APARTMENT,APARTMENT,AS_NEW,3.0,True,Brussel,Vorst,550000-750000,Brussel_550000-750000
699000.0,1180,APARTMENT,DUPLEX,JUST_RENOVATED,3.0,False,Brussel,Ukkel,550000-750000,Brussel_550000-750000
349500.0,9700,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Welden,200000-350000,Oost-Vlaanderen_200000-350000
269000.0,1300,APARTMENT,APARTMENT,GOOD,3.0,False,Waals-Brabant,Wavre,200000-350000,Waals-Brabant_200000-350000
299000.0,4432,HOUSE,HOUSE,JUST_RENOVATED,4.0,False,Luik,Xhendremael,200000-350000,Luik_200000-350000
320000.0,1742,HOUSE,HOUSE,GOOD,2.0,False,Vlaams-Brabant,Sint-Katherina-Lombeek,200000-350000,Vlaams-Brabant_200000-350000
449500.0,8552,HOUSE,HOUSE,GOOD,3.0,False,West-Vlaanderen,Moen,350000-550000,West-Vlaanderen_350000-550000
160000.0,6238,HOUSE,HOUSE,TO_RENOVATE,4.0,False,Henegouwen,Luttre,100000-200000,Henegouwen_100000-200000
235000.0,6951,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Luxemburg,Bande,200000-350000,Luxemburg_200000-350000
765000.0,9000,HOUSE,HOUSE,GOOD,4.0,False,Oost-Vlaanderen,Gent,750000-950000,Oost-Vlaanderen_750000-950000
395000.0,1120,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,True,Brussel,Neder-Over-Heembeek,350000-550000,Brussel_350000-550000
465000.0,1180,HOUSE,TOWN_HOUSE,AS_NEW,3.0,True,Brussel,Ukkel,350000-550000,Brussel_350000-550000
235000.0,1083,APARTMENT,APARTMENT,AS_NEW,2.0,True,Brussel,Ganshoren,200000-350000,Brussel_200000-350000
699000.0,5070,HOUSE,EXCEPTIONAL_PROPERTY,AS_NEW,4.0,True,Namen,Vitrival,550000-750000,Namen_550000-750000
349000.0,1000,APARTMENT,DUPLEX,GOOD,2.0,False,Brussel,Brussel,200000-350000,Brussel_200000-350000
329900.0,8300,APARTMENT,APARTMENT,JUST_RENOVATED,1.0,True,West-Vlaanderen,Westkapelle,200000-350000,West-Vlaanderen_200000-350000
245000.0,1800,APARTMENT,APARTMENT,GOOD,2.0,False,Vlaams-Brabant,Vilvoorde,200000-350000,Vlaams-Brabant_200000-350000
375000.0,6280,HOUSE,HOUSE,JUST_RENOVATED,3.0,False,Henegouwen,Villers-Poterie,350000-550000,Henegouwen_350000-550000
99000.0,9500,HOUSE,HOUSE,TO_RENOVATE,2.0,False,Oost-Vlaanderen,Zarlardinge,0-100000,Oost-Vlaanderen_0-100000
299000.0,9880,APARTMENT,APARTMENT,AS_NEW,2.0,False,Oost-Vlaanderen,Poeke,200000-350000,Oost-Vlaanderen_200000-350000
330000.0,1030,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,False,Brussel,Schaarbeek,200000-350000,Brussel_200000-350000
290000.0,6929,HOUSE,HOUSE,GOOD,4.0,False,Luxemburg,Porcheresse,200000-350000,Luxemburg_200000-350000
415000.0,9690,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Zulzeke,350000-550000,Oost-Vlaanderen_350000-550000
260000.0,4040,HOUSE,HOUSE,GOOD,3.0,False,Luik,Herstal,200000-350000,Luik_200000-350000
169000.0,4102,HOUSE,TOWN_HOUSE,TO_RENOVATE,3.0,False,Luik,Ougrée,100000-200000,Luik_100000-200000
415000.0,3040,HOUSE,HOUSE,TO_RENOVATE,1.0,False,Vlaams-Brabant,Sint-Agatha-Rode,350000-550000,Vlaams-Brabant_350000-550000
257000.0,9900,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,False,Oost-Vlaanderen,Eeklo,200000-350000,Oost-Vlaanderen_200000-350000
465000.0,8300,APARTMENT,APARTMENT,TO_RENOVATE,2.0,False,West-Vlaanderen,Westkapelle,350000-550000,West-Vlaanderen_350000-550000
429000.0,9770,HOUSE,HOUSE,GOOD,3.0,False,Oost-Vlaanderen,Kruishoutem,350000-550000,Oost-Vlaanderen_350000-550000
135000.0,6200,HOUSE,HOUSE,TO_BE_DONE_UP,2.0,False,Henegouwen,Châtelineau,100000-200000,Henegouwen_100000-200000
155000.0,4420,HOUSE,BUNGALOW,TO_BE_DONE_UP,2.0,False,Luik,Tilleur,100000-200000,Luik_100000-200000
235000.0,2170,APARTMENT,APARTMENT,GOOD,2.0,False,Antwerpen,Merksem,200000-350000,Antwerpen_200000-350000
411900.0,9800,HOUSE,HOUSE,AS_NEW,3.0,True,Oost-Vlaanderen,Zeveren,350000-550000,Oost-Vlaanderen_350000-550000
199000.0,2160,APARTMENT,APARTMENT,GOOD,3.0,True,Antwerpen,Wommelgem,100000-200000,Antwerpen_100000-200000
179000.0,8930,APARTMENT,APARTMENT,GOOD,2.0,False,West-Vlaanderen,Rekkem,100000-200000,West-Vlaanderen_100000-200000
