Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Garden,Garden_Area,Surface_of_the_Land,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Disabled_Access,Lift,province,Municipality
645000.0,1180,APARTMENT,APARTMENT,AS_NEW,4.0,170.0,True,0.0,,1.0,8.0,,,,,2.0,1.0,0.0,1.0,Brussel,Ukkel
259000.0,1082,APARTMENT,GROUND_FLOOR,GOOD,2.0,88.0,False,0.0,,1.0,40.0,1.0,190.0,190.0,,2.0,0.0,1.0,1.0,Brussel,Sint-agatha-berchem
295000.0,4420,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,6.0,242.0,False,0.0,,1.0,30.0,1.0,100.0,100.0,280.0,2.0,0.0,0.0,0.0,Luik,Tilleur
375000.0,9990,HOUSE,HOUSE,GOOD,3.0,179.0,False,,,1.0,,,,,908.0,3.0,,0.0,0.0,Oost-Vlaanderen,Maldegem
560000.0,1330,APARTMENT,PENTHOUSE,AS_NEW,2.0,134.0,False,0.0,,1.0,15.0,,,,,3.0,0.0,1.0,1.0,Waals-Brabant,Rixensart
340000.0,8370,APARTMENT,APARTMENT,GOOD,2.0,67.0,False,1.0,,1.0,,,,,,,,,1.0,West-Vlaanderen,Uitkerke
235000.0,2610,APARTMENT,APARTMENT,AS_NEW,2.0,85.0,False,,,,,,,,,,0.0,0.0,0.0,Antwerpen,Wilrijk
274000.0,2820,APARTMENT,APARTMENT,,2.0,90.0,False,,,,,,,,,2.0,,,,Antwerpen,Rijmenam
395000.0,8380,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,510.0,False,,,,,,,,293.0,2.0,,,,West-Vlaanderen,Zeebrugge
470000.0,7130,HOUSE,VILLA,GOOD,4.0,170.0,False,,,1.0,,,,,2827.0,4.0,1.0,,,Henegouwen,Bray
460000.0,8300,HOUSE,HOUSE,TO_RENOVATE,2.0,69.0,False,,,,,,,,90.0,4.0,,0.0,0.0,West-Vlaanderen,Westkapelle
398000.0,2800,HOUSE,HOUSE,GOOD,3.0,119.0,False,,,1.0,7.0,1.0,54.0,54.0,91.0,2.0,,,,Antwerpen,Walem
200000.0,6470,HOUSE,HOUSE,,3.0,150.0,False,,,,,,,,650.0,3.0,,,,Henegouwen,Sivry
350000.0,1000,APARTMENT,TRIPLEX,,3.0,100.0,False,0.0,,,,,,,,2.0,,,,Brussel,Brussel
95000.0,8420,APARTMENT,FLAT_STUDIO,GOOD,0.0,40.0,False,,,,,,,,,2.0,,,,West-Vlaanderen,Wenduine
149000.0,8530,HOUSE,HOUSE,TO_RENOVATE,3.0,129.0,False,,,,,,,,123.0,3.0,,,,West-Vlaanderen,Harelbeke
,8430,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,West-Vlaanderen,Middelkerke
479000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,72.0,False,,,1.0,5.0,,,,,2.0,,0.0,1.0,West-Vlaanderen,Westkapelle
299000.0,2500,APARTMENT,APARTMENT,GOOD,2.0,100.0,False,,,1.0,8.0,,,,,,,0.0,0.0,Antwerpen,Lier
224000.0,3520,APARTMENT,APARTMENT,GOOD,2.0,99.0,False,0.0,,,,,,,,,,,,Limburg,Zonhoven
335000.0,1070,APARTMENT,APARTMENT,AS_NEW,3.0,118.0,True,,,1.0,17.0,,,,,3.0,0.0,1.0,1.0,Brussel,Anderlecht
259000.0,9200,APARTMENT,SERVICE_FLAT,GOOD,1.0,57.0,False,,,1.0,10.0,,,,,,,,,Oost-Vlaanderen,Sint-Gillis-Dendermonde
2295000.0,8300,APARTMENT,APARTMENT,GOOD,3.0,116.0,True,,,1.0,,,,,,2.0,,0.0,1.0,West-Vlaanderen,Westkapelle
345000.0,4360,HOUSE,HOUSE,,4.0,187.0,False,0.0,,1.0,41.0,,,,568.0,3.0,,0.0,0.0,Luik,Otrange
265000.0,1180,APARTMENT,FLAT_STUDIO,AS_NEW,0.0,32.0,True,0.0,,,,,,,,2.0,0.0,1.0,1.0,Brussel,Ukkel
499000.0,2930,APARTMENT,TRIPLEX,,3.0,227.0,False,,,1.0,,1.0,85.0,85.0,,2.0,,,,Antwerpen,Brasschaat
1490000.0,1380,HOUSE,VILLA,AS_NEW,6.0,365.0,True,,,1.0,80.0,1.0,6300.0,6300.0,7346.0,4.0,0.0,1.0,0.0,Waals-Brabant,Plancenoit
215000.0,8570,HOUSE,HOUSE,TO_RENOVATE,3.0,83.0,False,0.0,,,,,,,1118.0,,,,,West-Vlaanderen,Vichte
1125000.0,2000,HOUSE,HOUSE,,2.0,418.0,False,,,1.0,,,,,0.0,3.0,,,1.0,Antwerpen,Antwerpen
178000.0,8710,HOUSE,HOUSE,TO_RENOVATE,2.0,136.0,False,,,1.0,,,,,311.0,,,,,West-Vlaanderen,Wielsbeke
310000.0,2230,APARTMENT,GROUND_FLOOR,GOOD,3.0,126.0,False,,,1.0,,,,,,3.0,,,,Antwerpen,Ramsel
345000.0,06140,HOUSE,APARTMENT_BLOCK,AS_NEW,3.0,60.0,False,1.0,,1.0,6.0,,,,60.0,,1.0,,,Unknown,Unknown
660000.0,5081,HOUSE,HOUSE,AS_NEW,6.0,245.0,False,,,1.0,,,,,3845.0,,,,,Namen,Saint-Denis-Bovesse
695000.0,6700,HOUSE,CHALET,GOOD,5.0,386.0,False,,1.0,1.0,60.0,1.0,1224.0,1224.0,1467.0,3.0,,,,Luxemburg,Toernich
340000.0,9000,APARTMENT,APARTMENT,GOOD,2.0,72.0,False,0.0,,1.0,,,,,,,,,1.0,Oost-Vlaanderen,Gent
389900.0,9220,HOUSE,HOUSE,AS_NEW,3.0,370.0,False,,,,,1.0,14.0,14.0,301.0,2.0,,0.0,0.0,Oost-Vlaanderen,Moerzeke
539000.0,9050,HOUSE,HOUSE,JUST_RENOVATED,3.0,140.0,True,0.0,,1.0,30.0,,,,98.0,2.0,0.0,,0.0,Oost-Vlaanderen,Ledeberg
785000.0,1082,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,3.0,150.0,False,,,1.0,9.0,1.0,30.0,30.0,510.0,4.0,,,,Brussel,Sint-agatha-berchem
485000.0,1410,APARTMENT,PENTHOUSE,AS_NEW,1.0,76.0,True,0.0,,1.0,10.0,,,,,,1.0,1.0,1.0,Waals-Brabant,Waterloo
590000.0,1060,HOUSE,APARTMENT_BLOCK,GOOD,6.0,260.0,False,0.0,,1.0,20.0,,,,0.0,2.0,,,0.0,Brussel,Sint-gillis
225000.0,1500,APARTMENT,APARTMENT,GOOD,2.0,89.0,False,,,,,,,,,,,,,Vlaams-Brabant,Halle
615000.0,1930,HOUSE,HOUSE,AS_NEW,4.0,235.0,True,,,1.0,50.0,1.0,150.0,150.0,253.0,3.0,0.0,0.0,0.0,Vlaams-Brabant,Zaventem
99000.0,4000,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,31.0,False,0.0,,,,,,,,,0.0,1.0,1.0,Luik,Rocourt
215000.0,2930,APARTMENT,APARTMENT,TO_BE_DONE_UP,2.0,111.0,False,,,1.0,,,,,,2.0,,,,Antwerpen,Brasschaat
2395000.0,8300,APARTMENT,APARTMENT,AS_NEW,3.0,133.0,True,1.0,,1.0,,,,,,2.0,0.0,0.0,1.0,West-Vlaanderen,Westkapelle
410000.0,1000,APARTMENT,APARTMENT,GOOD,3.0,125.0,True,0.0,,,,,,,,2.0,0.0,1.0,1.0,Brussel,Brussel
165000.0,7080,HOUSE,HOUSE,GOOD,2.0,147.0,False,0.0,,1.0,62.0,,,,190.0,4.0,,,,Henegouwen,Sars-La-Bruyère
179000.0,9660,HOUSE,HOUSE,,2.0,160.0,False,,,,,,,,90.0,2.0,,,,Oost-Vlaanderen,Zegelsem
210000.0,5561,HOUSE,BUNGALOW,,3.0,115.0,False,,,1.0,,,,,240.0,4.0,,,,Namen,Celles
699000.0,2610,HOUSE,APARTMENT_BLOCK,GOOD,8.0,235.0,False,,,1.0,1.0,,,,0.0,3.0,,,,Antwerpen,Wilrijk
595000.0,1380,HOUSE,HOUSE,TO_RENOVATE,4.0,200.0,False,0.0,,1.0,,1.0,311.0,311.0,4196.0,2.0,,,,Waals-Brabant,Plancenoit
208000.0,8870,APARTMENT,APARTMENT,GOOD,2.0,87.0,False,0.0,,1.0,8.0,,,,,,,,1.0,West-Vlaanderen,Kachtem
595000.0,1420,HOUSE,HOUSE,GOOD,5.0,320.0,True,0.0,,1.0,30.0,,,,185.0,2.0,0.0,0.0,0.0,Waals-Brabant,Braine-l'alleud
210000.0,2950,APARTMENT,GROUND_FLOOR,GOOD,1.0,57.0,False,0.0,,,,,,,,,,,,Antwerpen,Kapellen
545000.0,8000,HOUSE,HOUSE,GOOD,4.0,312.0,False,,,1.0,,,,,106.0,2.0,,0.0,0.0,West-Vlaanderen,Koolkerke
239000.0,8750,HOUSE,HOUSE,TO_RENOVATE,4.0,175.0,False,0.0,,,,1.0,650.0,650.0,1010.0,,,,,West-Vlaanderen,Zwevezele
349000.0,9230,HOUSE,HOUSE,GOOD,3.0,161.0,False,,,1.0,,,,,204.0,2.0,,,,Oost-Vlaanderen,Wetteren
765000.0,1800,APARTMENT,DUPLEX,AS_NEW,4.0,260.0,True,0.0,,1.0,12.0,,,,,2.0,0.0,0.0,1.0,Vlaams-Brabant,Vilvoorde
360000.0,1501,HOUSE,HOUSE,AS_NEW,3.0,130.0,False,,,1.0,,,,,336.0,3.0,,0.0,0.0,Vlaams-Brabant,Buizingen
220000.0,8755,HOUSE,HOUSE,TO_RENOVATE,4.0,226.0,False,,,,,,,,167.0,,,,,West-Vlaanderen,Ruiselede
995000.0,8300,HOUSE,HOUSE,AS_NEW,4.0,249.0,True,,,1.0,,,,,302.0,3.0,0.0,0.0,0.0,West-Vlaanderen,Westkapelle
479000.0,6110,HOUSE,VILLA,GOOD,2.0,151.0,False,,,,,,,,1968.0,4.0,,,,Henegouwen,Montigny-le-tilleul
325000.0,1120,APARTMENT,DUPLEX,GOOD,3.0,158.0,True,0.0,,1.0,46.0,,,,,2.0,0.0,0.0,1.0,Brussel,Neder-Over-Heembeek
365000.0,8430,APARTMENT,APARTMENT,AS_NEW,2.0,70.0,False,0.0,,1.0,6.0,,,,,2.0,0.0,0.0,1.0,West-Vlaanderen,Middelkerke
825000.0,9260,HOUSE,VILLA,AS_NEW,5.0,322.0,False,0.0,,1.0,,,,,1000.0,4.0,1.0,0.0,0.0,Oost-Vlaanderen,Wichelen
397500.0,9420,HOUSE,HOUSE,AS_NEW,3.0,135.0,True,,,1.0,,1.0,75.0,75.0,151.0,2.0,0.0,0.0,0.0,Oost-Vlaanderen,Vlekkem
1335000.0,8300,APARTMENT,APARTMENT,AS_NEW,2.0,76.0,True,,,1.0,,,,,,4.0,,,1.0,West-Vlaanderen,Westkapelle
259000.0,2140,APARTMENT,APARTMENT,GOOD,2.0,70.0,False,,,1.0,,,,,,,,,1.0,Antwerpen,Borgerhout
1149000.0,1630,HOUSE,HOUSE,AS_NEW,6.0,396.0,False,,1.0,1.0,,,,,963.0,4.0,,,,Vlaams-Brabant,Linkebeek
525000.0,1160,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,190.0,True,0.0,,1.0,9.0,,,,1.0,2.0,0.0,0.0,0.0,Brussel,Oudergem
425000.0,8500,APARTMENT,APARTMENT,AS_NEW,2.0,129.0,False,,,1.0,36.0,,,,,2.0,0.0,0.0,0.0,West-Vlaanderen,Kortrijk
365000.0,2050,APARTMENT,APARTMENT,GOOD,2.0,95.0,False,,,1.0,,,,,,,,,1.0,Antwerpen,Antwerpen
425000.0,8370,APARTMENT,APARTMENT,GOOD,2.0,115.0,False,1.0,,1.0,,,,,,,,,1.0,West-Vlaanderen,Uitkerke
419000.0,6640,HOUSE,HOUSE,AS_NEW,2.0,143.0,False,0.0,,1.0,,,,,967.0,4.0,0.0,0.0,0.0,Luxemburg,Vaux-sur-sûre
245000.0,5300,APARTMENT,APARTMENT,GOOD,2.0,91.0,True,0.0,,1.0,10.0,,,,,,,0.0,0.0,Namen,Vezin
360000.0,9140,APARTMENT,GROUND_FLOOR,AS_NEW,2.0,140.0,False,,,1.0,29.0,1.0,41.0,41.0,,,,0.0,0.0,Oost-Vlaanderen,Tielrode
1098000.0,9850,HOUSE,COUNTRY_COTTAGE,TO_RENOVATE,3.0,279.0,False,,,1.0,,,,,16080.0,4.0,,,,Oost-Vlaanderen,Vosselare
,2430,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Antwerpen,Vorst
529000.0,9031,HOUSE,HOUSE,GOOD,4.0,208.0,False,0.0,,1.0,,,,,1185.0,4.0,0.0,,0.0,Oost-Vlaanderen,Drongen
329000.0,9980,HOUSE,HOUSE,,3.0,182.0,False,0.0,,,,1.0,300.0,300.0,395.0,3.0,0.0,0.0,0.0,Oost-Vlaanderen,Sint-laureins
1450000.0,9000,APARTMENT,APARTMENT,GOOD,6.0,300.0,False,,,,,1.0,6.0,6.0,,,,0.0,0.0,Oost-Vlaanderen,Gent
265000.0,2600,APARTMENT,DUPLEX,,3.0,120.0,False,,,,,,,,,2.0,0.0,0.0,0.0,Antwerpen,Berchem
,1470,APARTMENT_GROUP,APARTMENT_GROUP,,,,False,,,,,,,,,,,,,Waals-Brabant,Genappe
259000.0,1020,APARTMENT,APARTMENT,GOOD,3.0,110.0,False,,,1.0,2.0,,,,,2.0,0.0,0.0,0.0,Brussel,Laken
695000.0,8310,APARTMENT,TRIPLEX,GOOD,5.0,296.0,True,0.0,,1.0,130.0,,,,,4.0,0.0,0.0,0.0,West-Vlaanderen,Sint-Kruis
405802.0,8490,HOUSE,HOUSE,GOOD,3.0,160.0,False,0.0,,,,,,,372.0,3.0,0.0,0.0,0.0,West-Vlaanderen,Zerkegem
495000.0,2940,HOUSE,HOUSE,GOOD,4.0,188.0,False,,,,,1.0,279.0,279.0,279.0,,,,,Antwerpen,Stabroek
229000.0,2170,HOUSE,HOUSE,TO_RENOVATE,2.0,98.0,False,,,,,,,,50.0,3.0,,,,Antwerpen,Merksem
265000.0,4701,HOUSE,HOUSE,GOOD,5.0,151.0,False,,,1.0,10.0,,,,177.0,2.0,0.0,0.0,0.0,Luik,Kettenis
1250000.0,8301,APARTMENT,APARTMENT,GOOD,3.0,110.0,False,,,1.0,,,,,,2.0,,,1.0,West-Vlaanderen,Ramskapelle
832000.0,2820,HOUSE,VILLA,,4.0,257.0,False,,,,,,,,791.0,4.0,,,,Antwerpen,Rijmenam
491400.0,8830,HOUSE,HOUSE,GOOD,3.0,215.0,False,1.0,,1.0,,,,,355.0,,,,,West-Vlaanderen,Hooglede
499000.0,8490,APARTMENT,GROUND_FLOOR,AS_NEW,3.0,150.0,True,,,1.0,60.0,,,,,3.0,0.0,1.0,1.0,West-Vlaanderen,Zerkegem
1150000.0,2900,HOUSE,EXCEPTIONAL_PROPERTY,GOOD,4.0,360.0,False,,,1.0,,1.0,2618.0,2618.0,2618.0,4.0,1.0,,,Antwerpen,Schoten
265000.0,9880,HOUSE,HOUSE,TO_RENOVATE,3.0,133.0,False,,,,,,,,506.0,4.0,,,,Oost-Vlaanderen,Poeke
259000.0,1000,APARTMENT,APARTMENT,GOOD,1.0,80.0,False,0.0,,,,,,,,,0.0,0.0,1.0,Brussel,Brussel
249500.0,2600,APARTMENT,APARTMENT,AS_NEW,2.0,85.0,False,,,1.0,19.0,,,,,4.0,0.0,0.0,1.0,Antwerpen,Berchem
220000.0,1090,APARTMENT,APARTMENT,TO_BE_DONE_UP,3.0,94.0,False,0.0,,1.0,,,,,,,,1.0,1.0,Brussel,Jette
299000.0,4590,HOUSE,HOUSE,GOOD,5.0,246.0,False,,,1.0,15.0,1.0,750.0,750.0,1005.0,,,,,Luik,Warzée
339000.0,2830,APARTMENT,APARTMENT,GOOD,3.0,112.0,False,,,1.0,,,,,,2.0,,,1.0,Antwerpen,Willebroek
419000.0,9280,HOUSE,HOUSE,GOOD,3.0,312.0,False,,,,,,,,444.0,,,,,Oost-Vlaanderen,Wieze
50000.0,1170,APARTMENT,SERVICE_FLAT,AS_NEW,2.0,75.0,False,,,,,1.0,1.0,1.0,,,0.0,1.0,1.0,Brussel,Watermaal-bosvoorde
335000.0,2180,APARTMENT,GROUND_FLOOR,GOOD,2.0,103.0,False,,,,,1.0,92.0,92.0,,2.0,,,,Antwerpen,Ekeren
299000.0,2018,APARTMENT,APARTMENT,JUST_RENOVATED,1.0,72.0,False,,,1.0,5.0,,,,,,,,,Antwerpen,Antwerpen
245000.0,3120,HOUSE,HOUSE,AS_NEW,2.0,150.0,False,0.0,,1.0,,,,,255.0,3.0,,,,Vlaams-Brabant,Tremelo
145000.0,8540,APARTMENT,APARTMENT,TO_RENOVATE,2.0,85.0,False,,,,,,,,,2.0,,,1.0,West-Vlaanderen,Deerlijk
395000.0,8610,HOUSE,HOUSE,GOOD,3.0,154.0,False,,,,,,,,603.0,,,,,West-Vlaanderen,Zarren
395000.0,1880,HOUSE,HOUSE,TO_RENOVATE,2.0,157.0,False,,,,,,,,1428.0,4.0,,,,Vlaams-Brabant,Ramsdonk
,1700,HOUSE_GROUP,HOUSE_GROUP,,,,False,,,,,,,,,,,,,Vlaams-Brabant,Sint-Ulriks-Kapelle
325000.0,9230,APARTMENT,APARTMENT,,2.0,,False,0.0,,1.0,46.0,,,,,,0.0,0.0,1.0,Oost-Vlaanderen,Wetteren
309000.0,2150,APARTMENT,APARTMENT,AS_NEW,2.0,127.0,False,,,1.0,,,,,,2.0,,,,Antwerpen,Borsbeek
445000.0,9800,HOUSE,HOUSE,GOOD,5.0,364.0,True,0.0,,1.0,440.0,1.0,791.0,791.0,791.0,4.0,0.0,0.0,0.0,Oost-Vlaanderen,Zeveren
499000.0,3660,HOUSE,MIXED_USE_BUILDING,,2.0,127.0,False,,,,,,,,1811.0,4.0,,,,Limburg,Opglabbeek
599000.0,2600,HOUSE,HOUSE,GOOD,3.0,188.0,False,,,1.0,24.0,,,,73.0,,,,,Antwerpen,Berchem
1050000.0,8300,APARTMENT,APARTMENT,GOOD,3.0,79.0,False,,,1.0,,,,,,,,,1.0,West-Vlaanderen,Westkapelle
210000.0,8800,APARTMENT,APARTMENT,GOOD,2.0,83.0,False,,,1.0,,,,,,,,,1.0,West-Vlaanderen,Rumbeke
219000.0,4821,HOUSE,HOUSE,GOOD,3.0,130.0,True,0.0,,1.0,12.0,1.0,38.0,38.0,108.0,3.0,0.0,,,Luik,Andrimont
379000.0,9550,HOUSE,HOUSE,GOOD,4.0,235.0,False,,,1.0,,,,,188.0,2.0,,,,Oost-Vlaanderen,Woubrechtegem
329000.0,2930,APARTMENT,APARTMENT,GOOD,1.0,145.0,False,,,1.0,60.0,,,,,2.0,,,,Antwerpen,Brasschaat
239000.0,1140,APARTMENT,DUPLEX,TO_BE_DONE_UP,2.0,97.0,False,0.0,,1.0,,,,,,2.0,,0.0,0.0,Brussel,Evere
320000.0,6800,HOUSE,HOUSE,GOOD,2.0,120.0,True,0.0,,1.0,25.0,1.0,650.0,650.0,0.0,4.0,0.0,0.0,0.0,Luxemburg,Sainte-Marie-Chevigny
259000.0,1083,APARTMENT,APARTMENT,AS_NEW,2.0,94.0,True,0.0,,1.0,17.0,,,,,2.0,0.0,1.0,1.0,Brussel,Ganshoren
429000.0,8620,APARTMENT,APARTMENT,GOOD,2.0,87.0,False,0.0,,1.0,,,,,,,,,1.0,West-Vlaanderen,Sint-Joris
329000.0,2830,HOUSE,HOUSE,GOOD,2.0,132.0,False,,,,,,,,266.0,,,,,Antwerpen,Willebroek
449000.0,9300,HOUSE,HOUSE,AS_NEW,3.0,148.0,True,,,1.0,9.0,,,,0.0,3.0,0.0,0.0,1.0,Oost-Vlaanderen,Aalst
335000.0,8400,APARTMENT,APARTMENT,JUST_RENOVATED,3.0,104.0,False,0.0,,1.0,,,,,,,,,1.0,West-Vlaanderen,Zandvoorde
379000.0,8200,APARTMENT,APARTMENT,GOOD,3.0,105.0,False,,,,,,,,,,,0.0,,West-Vlaanderen,Sint-Michiels
375000.0,9000,HOUSE,HOUSE,TO_BE_DONE_UP,3.0,123.0,False,0.0,,,,1.0,56.0,56.0,110.0,2.0,0.0,0.0,0.0,Oost-Vlaanderen,Gent
345000.0,9300,APARTMENT,APARTMENT,,3.0,,False,,,1.0,6.0,,,,,,,,1.0,Oost-Vlaanderen,Aalst
10328000.0,1936,HOUSE,CHALET,AS_NEW,4.0,357.0,True,,,1.0,,,,,1236.0,4.0,0.0,0.0,0.0,Unknown,Unknown
650000.0,7830,HOUSE,HOUSE,AS_NEW,5.0,200.0,False,,,,,1.0,1700.0,1700.0,6110.0,3.0,1.0,0.0,0.0,Henegouwen,Thoricourt
187000.0,2800,APARTMENT,FLAT_STUDIO,AS_NEW,1.0,40.0,False,,,1.0,16.0,,,,,2.0,,,1.0,Antwerpen,Walem
55000.0,6838,HOUSE,HOUSE,TO_RESTORE,3.0,100.0,False,0.0,,1.0,30.0,1.0,60.0,60.0,276.0,3.0,0.0,0.0,0.0,Luxemburg,Corbion
550000.0,1652,HOUSE,HOUSE,AS_NEW,3.0,210.0,False,0.0,,1.0,30.0,1.0,634.0,634.0,634.0,4.0,0.0,,0.0,Vlaams-Brabant,Alsemberg
250000.0,8610,HOUSE,HOUSE,,4.0,228.0,False,,,,,,,,350.0,,,,,West-Vlaanderen,Zarren
249000.0,4000,HOUSE,HOUSE,GOOD,3.0,130.0,False,0.0,,1.0,,,,,38.0,3.0,0.0,0.0,0.0,Luik,Rocourt
149000.0,1570,APARTMENT,APARTMENT,,2.0,184.0,False,0.0,,1.0,,1.0,550.0,550.0,,2.0,,1.0,0.0,Vlaams-Brabant,Vollezele
390000.0,9800,APARTMENT,APARTMENT,GOOD,2.0,108.0,False,,,1.0,19.0,,,,,,,,1.0,Oost-Vlaanderen,Zeveren
340000.0,9000,HOUSE,HOUSE,TO_RENOVATE,4.0,140.0,False,,,,,1.0,1.0,1.0,131.0,2.0,0.0,0.0,0.0,Oost-Vlaanderen,Gent
499500.0,8510,HOUSE,VILLA,GOOD,3.0,130.0,False,,,1.0,,,,,684.0,4.0,,,,West-Vlaanderen,Rollegem
269000.0,1150,APARTMENT,APARTMENT,TO_RENOVATE,2.0,78.0,False,0.0,,,,,,,,2.0,,0.0,0.0,Brussel,Sint-pieters-woluwe
695000.0,1348,HOUSE,COUNTRY_COTTAGE,TO_RENOVATE,3.0,162.0,False,,1.0,1.0,,,,,1417.0,4.0,,,,Waals-Brabant,Louvain-La-Neuve
445000.0,6986,HOUSE,HOUSE,GOOD,6.0,271.0,False,0.0,,1.0,26.0,1.0,1688.0,1688.0,1905.0,4.0,0.0,0.0,0.0,Luxemburg,Halleux
525000.0,3051,HOUSE,HOUSE,GOOD,3.0,224.0,False,,1.0,1.0,,,,,1516.0,4.0,,,,Vlaams-Brabant,Sint-Joris-Weert
395000.0,1050,APARTMENT,APARTMENT,AS_NEW,1.0,65.0,True,,,,,,,,,3.0,0.0,1.0,1.0,Brussel,Elsene
439000.0,1790,HOUSE,BUNGALOW,JUST_RENOVATED,3.0,155.0,True,0.0,,1.0,30.0,1.0,200.0,200.0,684.0,3.0,0.0,,,Vlaams-Brabant,Teralfene
395000.0,4000,APARTMENT,APARTMENT,GOOD,4.0,177.0,False,0.0,,,,,,,,,0.0,0.0,1.0,Luik,Rocourt
439000.0,8400,APARTMENT,APARTMENT,GOOD,2.0,137.0,False,,,1.0,,,,,,,,,1.0,West-Vlaanderen,Zandvoorde
395000.0,8300,APARTMENT,APARTMENT,GOOD,2.0,75.0,False,1.0,,,,,,,,2.0,0.0,1.0,,West-Vlaanderen,Westkapelle
446569.0,1950,APARTMENT,SERVICE_FLAT,AS_NEW,1.0,81.0,True,0.0,,1.0,16.0,,,,,2.0,0.0,1.0,1.0,Vlaams-Brabant,Kraainem
399900.0,2980,HOUSE,HOUSE,TO_RENOVATE,2.0,120.0,False,,,,,1.0,3000.0,3000.0,3192.0,4.0,,,,Antwerpen,Zoersel
329000.0,9920,APARTMENT,APARTMENT,GOOD,2.0,89.0,False,0.0,,,,,,,,,,,,Oost-Vlaanderen,Lovendegem
320000.0,4100,HOUSE,HOUSE,TO_BE_DONE_UP,4.0,147.0,False,,,1.0,25.0,1.0,350.0,350.0,650.0,4.0,0.0,0.0,0.0,Luik,Seraing
145000.0,7320,HOUSE,HOUSE,,2.0,96.0,False,0.0,,1.0,,,,,235.0,2.0,,,,Henegouwen,Bernissart
975000.0,3140,HOUSE,MIXED_USE_BUILDING,,3.0,345.0,False,,,,,,,,3271.0,4.0,,,,Vlaams-Brabant,Keerbergen
245000.0,2150,APARTMENT,SERVICE_FLAT,,1.0,56.0,False,,,1.0,,,,,,4.0,,,1.0,Antwerpen,Borsbeek
795000.0,2830,HOUSE,HOUSE,,3.0,,True,0.0,,,,,,,720.0,,,,,Antwerpen,Willebroek
450000.0,9000,APARTMENT,SERVICE_FLAT,GOOD,2.0,107.0,False,,,1.0,,,,,,,,0.0,1.0,Oost-Vlaanderen,Gent
215000.0,4100,HOUSE,HOUSE,JUST_RENOVATED,4.0,200.0,False,0.0,,1.0,30.0,1.0,420.0,420.0,520.0,2.0,0.0,0.0,0.0,Luik,Seraing
419000.0,9185,APARTMENT,DUPLEX,JUST_RENOVATED,4.0,222.0,False,,,,,,,,,2.0,0.0,0.0,0.0,Oost-Vlaanderen,Wachtebeke
269000.0,6900,HOUSE,HOUSE,GOOD,5.0,247.0,False,,,1.0,10.0,,,,3081.0,3.0,,,,Luxemburg,Waha
390000.0,7500,HOUSE,HOUSE,TO_BE_DONE_UP,5.0,205.0,False,0.0,,1.0,,1.0,850.0,850.0,1261.0,4.0,0.0,0.0,0.0,Henegouwen,Tournai
375000.0,7864,HOUSE,HOUSE,,5.0,279.0,False,0.0,,1.0,,,,,3490.0,4.0,,0.0,,Henegouwen,Deux-Acren
995000.0,2800,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,8.0,419.0,False,0.0,,1.0,35.0,1.0,130.0,130.0,333.0,2.0,,,0.0,Antwerpen,Walem
380000.0,3830,APARTMENT,PENTHOUSE,AS_NEW,2.0,159.0,True,,,1.0,16.0,,,,,,,,,Limburg,Wellen
444000.0,1000,APARTMENT,APARTMENT,AS_NEW,2.0,104.0,True,0.0,,1.0,8.0,,,,,4.0,0.0,0.0,1.0,Brussel,Brussel
789000.0,2930,HOUSE,VILLA,GOOD,3.0,265.0,True,,1.0,,,1.0,735.0,735.0,922.0,4.0,0.0,0.0,0.0,Antwerpen,Brasschaat
546950.0,9100,HOUSE,VILLA,AS_NEW,4.0,170.0,False,,,,,,,,504.0,4.0,,0.0,0.0,Oost-Vlaanderen,Sint-niklaas
445000.0,9800,HOUSE,HOUSE,AS_NEW,4.0,217.0,True,0.0,,1.0,,,,,275.0,3.0,0.0,0.0,0.0,Oost-Vlaanderen,Zeveren
299000.0,1200,APARTMENT,APARTMENT,AS_NEW,2.0,79.0,True,0.0,,1.0,15.0,,,,,2.0,0.0,,1.0,Brussel,Sint-lambrechts-woluwe
795000.0,1190,HOUSE,HOUSE,GOOD,4.0,210.0,True,0.0,,,,1.0,28.0,28.0,65.0,2.0,0.0,0.0,0.0,Brussel,Vorst
595000.0,8510,HOUSE,VILLA,GOOD,0.0,,False,0.0,,,,,,,0.0,4.0,0.0,0.0,0.0,West-Vlaanderen,Rollegem
262500.0,8370,APARTMENT,APARTMENT,,2.0,74.0,False,1.0,,1.0,11.0,,,,,,,,1.0,West-Vlaanderen,Uitkerke
750000.0,8800,HOUSE,VILLA,GOOD,3.0,276.0,False,,,1.0,,,,,2525.0,4.0,,0.0,0.0,West-Vlaanderen,Rumbeke
