Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift
225000,5150,0,0,1,1,72.0,0,1.0,0.0,0.0,4.0,0.0,1.0
169000,4430,0,0,1,2,83.0,0,0.0,0.0,0.0,3.0,0.0,1.0
139000,6000,0,0,2,2,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0
357000,9000,1,2,3,4,218.0,0,1.0,0.0,140.0,2.0,0.0,0.0
175000,8800,0,0,1,2,103.0,0,1.0,0.0,0.0,2.0,0.0,1.0
455000,1050,0,0,2,2,96.0,0,1.0,0.0,0.0,2.0,0.0,1.0
289000,2600,0,0,4,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
344844,8210,0,0,1,3,112.0,0,1.0,0.0,0.0,2.0,0.0,1.0
310500,1730,0,0,0,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0
270000,1081,0,0,0,2,85.0,0,1.0,0.0,0.0,3.0,0.0,1.0
559500,3012,1,2,1,4,294.0,0,1.0,0.0,354.0,2.0,0.0,0.0
276664,8800,0,0,1,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0
215000,8500,0,0,1,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0
159900,2500,0,0,1,1,73.0,0,1.0,0.0,0.0,2.0,0.0,1.0
515000,8200,1,2,1,3,162.0,0,1.0,0.0,208.0,3.0,0.0,0.0
329000,2160,0,0,1,3,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0
449000,9000,0,0,0,3,97.0,0,1.0,0.0,0.0,2.0,0.0,0.0
195000,8400,0,0,1,1,75.0,0,0.0,0.0,0.0,2.0,0.0,0.0
94000,4141,1,14,1,2,36.0,0,1.0,0.0,189.0,4.0,0.0,0.0
299000,1500,0,0,1,2,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0
499000,2950,0,16,1,3,217.0,0,1.0,0.0,0.0,2.0,0.0,1.0
240000,6700,0,0,1,2,85.0,0,0.0,0.0,0.0,2.0,0.0,0.0
165000,9200,1,2,1,2,103.0,0,0.0,0.0,75.0,2.0,0.0,0.0
790000,1200,0,8,0,3,180.0,0,1.0,0.0,0.0,2.0,0.0,1.0
239000,2100,0,0,1,3,97.0,0,1.0,0.0,0.0,2.0,0.0,0.0
297500,2020,0,0,1,2,120.0,0,1.0,0.0,0.0,2.0,0.0,1.0
149000,8420,0,0,0,2,50.0,0,0.0,0.0,0.0,2.0,0.0,0.0
299000,1050,0,0,1,1,69.0,0,1.0,0.0,0.0,2.0,0.0,1.0
329000,8860,1,2,0,3,167.0,0,1.0,0.0,267.0,4.0,0.0,0.0
95000,6044,1,2,3,1,81.0,0,0.0,0.0,125.0,3.0,0.0,0.0
245000,2000,0,0,1,1,55.0,0,1.0,0.0,0.0,2.0,0.0,1.0
335000,9300,0,0,1,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0
295000,8800,0,0,1,2,128.0,0,1.0,0.0,0.0,2.0,0.0,1.0
195000,1040,0,0,4,1,64.0,0,0.0,0.0,0.0,2.0,0.0,0.0
199000,7971,1,2,1,3,138.0,0,1.0,0.0,140.0,2.0,0.0,0.0
650000,2000,0,20,1,2,197.0,0,1.0,0.0,0.0,2.0,0.0,0.0
360000,9880,0,0,3,2,145.0,0,1.0,0.0,0.0,2.0,0.0,1.0
225000,1853,0,0,1,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
175000,7500,1,2,1,2,146.0,0,0.0,0.0,0.0,3.0,0.0,0.0
390000,4000,0,0,0,3,151.0,0,0.0,0.0,0.0,2.0,0.0,1.0
277500,8570,0,0,1,2,111.0,0,1.0,0.0,0.0,2.0,0.0,1.0
169000,8690,1,2,3,4,201.0,0,0.0,0.0,372.0,3.0,0.0,0.0
387500,3590,1,2,1,3,175.0,0,1.0,0.0,370.0,3.0,0.0,0.0
185000,2018,0,0,1,1,78.0,0,0.0,0.0,0.0,2.0,0.0,1.0
195000,9000,1,2,4,3,116.0,0,1.0,0.0,116.0,2.0,0.0,0.0
210000,8670,0,0,0,1,62.0,0,1.0,0.0,0.0,2.0,0.0,0.0
266595,8792,0,0,1,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
285000,9000,1,2,2,1,55.0,0,1.0,0.0,25.0,2.0,0.0,0.0
725000,1000,0,0,0,3,161.0,0,1.0,0.0,0.0,4.0,0.0,1.0
165000,1080,0,0,0,1,60.0,0,0.0,0.0,0.0,2.0,0.0,0.0
209000,2610,0,0,2,2,82.0,0,1.0,0.0,0.0,3.0,0.0,1.0
425000,2000,0,0,0,3,126.0,0,1.0,0.0,0.0,2.0,0.0,0.0
360000,8770,1,2,3,4,261.0,0,0.0,0.0,330.0,3.0,0.0,0.0
345000,1730,0,0,0,2,97.0,0,1.0,0.0,0.0,2.0,0.0,1.0
320000,1170,0,0,0,2,90.0,0,1.0,0.0,0.0,3.0,0.0,1.0
149500,2660,0,0,0,1,58.0,0,1.0,0.0,0.0,2.0,0.0,1.0
299900,1330,0,0,1,2,80.0,0,1.0,0.0,0.0,1.0,0.0,1.0
278000,1000,0,0,2,1,69.0,0,0.0,0.0,0.0,2.0,0.0,0.0
150000,1800,0,0,4,1,54.0,0,0.0,0.0,0.0,2.0,0.0,1.0
445000,9000,0,0,1,2,101.0,0,1.0,0.0,0.0,2.0,0.0,1.0
379000,9900,1,2,1,3,203.0,0,1.0,0.0,252.0,2.0,0.0,0.0
179000,4000,0,0,1,1,80.0,0,1.0,0.0,0.0,3.0,0.0,1.0
415000,1410,0,0,2,3,110.0,0,1.0,0.0,0.0,4.0,0.0,1.0
140000,4020,0,0,3,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
345000,1050,0,0,1,2,115.0,0,1.0,0.0,0.0,2.0,0.0,1.0
599000,8300,0,0,0,2,80.0,0,1.0,0.0,0.0,2.0,0.0,0.0
545000,1050,0,0,1,2,129.0,0,1.0,0.0,0.0,4.0,0.0,1.0
399000,2600,0,0,0,2,120.0,0,1.0,0.0,0.0,2.0,0.0,0.0
242000,9940,1,2,4,3,119.0,0,0.0,0.0,403.0,3.0,0.0,0.0
99000,4500,0,20,1,1,36.0,0,1.0,0.0,0.0,3.0,0.0,0.0
395000,9600,0,0,0,2,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0
235000,9000,0,0,3,2,87.0,0,0.0,0.0,0.0,2.0,0.0,1.0
254000,9660,0,0,2,2,135.0,0,0.0,0.0,0.0,2.0,0.0,1.0
795000,8660,0,8,1,3,155.0,0,1.0,0.0,0.0,2.0,0.0,1.0
235000,1080,0,0,2,2,118.0,0,1.0,0.0,0.0,2.0,0.0,1.0
159000,1080,0,0,3,1,56.0,0,1.0,0.0,0.0,2.0,0.0,0.0
269000,1082,0,0,1,2,92.0,0,0.0,0.0,0.0,2.0,0.0,1.0
361000,9032,0,0,1,2,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0
349000,2000,0,0,1,2,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0
215000,9940,0,0,1,3,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0
459000,8301,0,0,1,2,103.0,0,0.0,0.0,0.0,2.0,0.0,0.0
299000,2431,0,20,1,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0
179000,2100,0,0,3,3,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0
750000,1040,0,11,2,3,133.0,0,1.0,0.0,0.0,2.0,0.0,0.0
289000,9000,1,2,1,2,58.0,0,0.0,0.0,30.0,2.0,0.0,0.0
259900,2170,0,0,1,2,105.0,0,1.0,0.0,0.0,2.0,0.0,0.0
169000,1755,0,0,3,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0
285000,1030,0,0,1,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0
399000,2960,1,2,1,4,174.0,0,0.0,0.0,342.0,3.0,0.0,0.0
79000,6042,1,2,4,3,160.0,0,0.0,0.0,0.0,2.0,0.0,0.0
325000,1000,0,0,2,1,53.0,0,0.0,0.0,0.0,2.0,0.0,1.0
148500,8670,0,0,1,1,39.0,0,0.0,0.0,0.0,2.0,0.0,1.0
360000,9800,0,0,1,2,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0
260000,6724,1,6,1,4,247.0,0,1.0,0.0,280.0,3.0,0.0,0.0
169000,9620,0,0,1,2,111.0,0,0.0,0.0,0.0,2.0,0.0,1.0
200000,8430,0,0,1,1,41.0,0,0.0,0.0,0.0,2.0,0.0,1.0
110000,6000,0,0,1,2,76.0,0,1.0,0.0,0.0,2.0,0.0,1.0
650000,8400,0,8,1,4,219.0,0,1.0,0.0,0.0,2.0,0.0,1.0
179000,5537,0,0,0,1,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0
425000,9070,0,0,1,3,168.0,0,0.0,0.0,0.0,2.0,0.0,1.0
305000,9770,0,0,1,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0
175000,8400,0,0,1,1,70.0,0,0.0,0.0,0.0,2.0,0.0,1.0
165000,9120,0,0,4,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
430000,2200,1,2,1,3,195.0,0,1.0,0.0,282.0,3.0,0.0,0.0
398500,1080,1,2,3,4,179.0,0,1.0,0.0,0.0,2.0,0.0,0.0
145000,2140,0,0,1,1,59.0,0,0.0,0.0,0.0,2.0,0.0,1.0
319000,3800,1,2,1,3,157.0,0,0.0,0.0,172.0,3.0,0.0,0.0
398000,3001,0,0,1,2,96.0,0,1.0,0.0,0.0,2.0,0.0,1.0
253000,9300,0,0,1,2,116.0,0,1.0,0.0,0.0,2.0,0.0,1.0
360000,2800,1,2,1,2,99.0,0,1.0,0.0,117.0,2.0,0.0,0.0
219000,9032,0,20,1,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0
665000,8300,0,0,1,2,75.0,0,0.0,0.0,0.0,2.0,0.0,1.0
349000,9000,0,0,2,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0
185000,8620,0,0,1,1,52.0,0,0.0,0.0,0.0,2.0,0.0,1.0
299000,8000,1,2,4,2,133.0,0,0.0,0.0,0.0,2.0,0.0,0.0
295000,9900,0,0,1,2,98.0,0,0.0,0.0,0.0,2.0,0.0,1.0
235000,4000,0,0,0,2,112.0,0,1.0,0.0,0.0,2.0,0.0,1.0
230000,1602,0,0,1,2,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0
259000,8500,1,2,1,3,146.0,0,0.0,0.0,60.0,2.0,0.0,0.0
469000,1080,0,8,0,2,124.0,0,1.0,0.0,0.0,2.0,0.0,1.0
295000,4030,0,0,1,2,109.0,0,1.0,0.0,0.0,3.0,0.0,1.0
225000,8510,1,2,1,4,151.0,0,0.0,0.0,0.0,3.0,0.0,0.0
248300,2440,0,0,1,1,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0
169000,4920,1,6,2,2,110.0,0,1.0,0.0,85.0,2.0,0.0,0.0
299000,8430,0,0,1,1,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0
289000,8434,0,0,2,2,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0
157500,8400,0,0,1,2,60.0,0,0.0,0.0,0.0,2.0,0.0,1.0
165000,8600,1,2,4,3,154.0,0,0.0,0.0,264.0,3.0,0.0,0.0
199000,1880,0,20,4,2,75.0,0,1.0,0.0,0.0,3.0,0.0,1.0
425000,2600,1,2,2,3,138.0,0,1.0,0.0,65.0,3.0,0.0,0.0
235000,1082,0,0,1,2,72.0,0,1.0,0.0,0.0,2.0,0.0,1.0
289500,2180,0,0,2,2,72.0,0,1.0,0.0,0.0,2.0,0.0,1.0
345000,1000,0,0,2,1,53.0,0,0.0,0.0,0.0,2.0,0.0,1.0
289000,2275,0,16,1,2,124.0,0,1.0,0.0,0.0,3.0,0.0,0.0
275000,9400,1,2,4,3,173.0,0,0.0,0.0,425.0,2.0,0.0,0.0
125000,1370,0,0,1,1,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0
137500,1030,0,0,1,1,28.0,0,1.0,0.0,0.0,4.0,0.0,1.0
169000,3600,0,9,1,1,54.0,0,0.0,0.0,0.0,2.0,0.0,1.0
350000,8730,0,0,1,2,111.0,0,1.0,0.0,0.0,2.0,0.0,1.0
361000,3620,0,0,1,2,107.0,0,1.0,0.0,0.0,2.0,0.0,1.0
335000,8800,0,0,1,2,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0
199900,2170,0,0,1,2,80.0,0,0.0,0.0,0.0,2.0,0.0,1.0
265000,9450,0,0,1,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
389900,2100,1,2,0,4,161.0,0,1.0,0.0,102.0,2.0,0.0,0.0
265000,6700,0,0,1,2,70.0,0,0.0,0.0,0.0,2.0,0.0,1.0
239883,3600,0,0,1,1,67.0,0,1.0,0.0,0.0,2.0,0.0,1.0
195000,3000,0,19,1,1,24.0,0,0.0,0.0,0.0,2.0,0.0,1.0
499000,8300,0,0,0,2,73.0,0,0.0,0.0,0.0,2.0,0.0,0.0
235000,6880,0,0,1,2,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0
645000,9000,0,0,2,3,170.0,0,1.0,0.0,0.0,2.0,0.0,1.0
399000,2110,0,0,1,2,120.0,0,1.0,0.0,0.0,2.0,0.0,0.0
339000,2660,0,0,0,2,136.0,0,1.0,0.0,0.0,2.0,0.0,1.0
350000,7000,1,1,1,3,228.0,0,0.0,0.0,106.0,2.0,0.0,0.0
335000,8500,0,0,1,2,82.0,0,1.0,0.0,0.0,2.0,0.0,1.0
159000,6001,1,2,1,4,148.0,0,1.0,0.0,520.0,3.0,0.0,0.0
799000,8300,1,2,1,3,140.0,0,0.0,0.0,227.0,2.0,0.0,0.0
469000,9810,1,2,1,3,179.0,0,0.0,0.0,333.0,3.0,0.0,0.0
279000,6940,0,16,2,2,120.0,0,0.0,0.0,0.0,2.0,0.0,0.0
105000,5500,1,2,1,2,83.0,0,0.0,0.0,175.0,4.0,0.0,0.0
230000,1083,0,0,3,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0
445000,1190,0,19,1,3,143.0,0,1.0,0.0,0.0,2.0,0.0,1.0
170000,1070,0,0,1,1,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0
249000,9900,1,2,3,3,185.0,0,0.0,0.0,200.0,3.0,0.0,0.0
169000,2060,0,0,1,1,40.0,0,0.0,0.0,0.0,2.0,0.0,0.0
274900,6860,0,0,1,2,101.0,0,1.0,0.0,0.0,4.0,0.0,0.0
595000,8400,0,0,0,3,123.0,0,1.0,0.0,0.0,2.0,0.0,1.0
249000,9030,1,2,4,3,102.0,0,1.0,0.0,180.0,2.0,0.0,0.0
175000,1083,0,0,4,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0
239000,2000,0,0,1,2,54.0,0,1.0,0.0,0.0,2.0,0.0,1.0
345000,2800,1,2,3,3,214.0,0,1.0,0.0,175.0,3.0,0.0,0.0
180000,5024,0,0,1,1,65.0,0,1.0,0.0,0.0,2.0,0.0,0.0
115000,6060,0,0,3,2,74.0,0,0.0,0.0,0.0,2.0,0.0,1.0
389000,1820,0,0,2,2,133.0,0,1.0,0.0,0.0,2.0,0.0,1.0
164000,8400,0,0,4,1,55.0,0,1.0,0.0,0.0,2.0,0.0,1.0
240000,1190,0,0,1,2,83.0,0,0.0,0.0,0.0,2.0,0.0,0.0
515000,1050,0,16,3,2,150.0,0,1.0,0.0,0.0,2.0,0.0,0.0
269000,7370,1,2,0,3,156.0,0,1.0,0.0,247.0,2.0,0.0,0.0
210000,2060,1,2,4,3,102.0,0,0.0,0.0,50.0,3.0,0.0,0.0
269000,9100,0,0,1,1,82.0,0,1.0,0.0,0.0,2.0,0.0,1.0
199000,1770,1,2,1,2,65.0,0,0.0,0.0,104.0,2.0,0.0,0.0
349000,2243,1,2,1,3,176.0,0,0.0,0.0,392.0,3.0,0.0,0.0
249000,9190,0,0,0,3,121.0,0,0.0,0.0,0.0,2.0,0.0,0.0
245000,9300,0,0,1,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
240000,2800,0,0,1,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0
175000,7090,0,0,1,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0
189000,1000,0,0,3,1,55.0,0,1.0,0.0,0.0,2.0,0.0,0.0
350000,4831,0,4,1,3,294.0,0,1.0,0.0,0.0,3.0,0.0,1.0
384500,4031,0,0,0,2,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0
279000,2100,0,0,1,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0
179000,8620,1,2,1,1,52.0,0,0.0,0.0,69.0,2.0,0.0,0.0
319000,8450,1,2,1,3,95.0,0,1.0,0.0,0.0,3.0,0.0,0.0
229000,3970,0,0,1,3,170.0,0,0.0,0.0,0.0,2.0,0.0,1.0
169000,2300,1,2,1,2,135.0,0,0.0,0.0,185.0,2.0,0.0,0.0
269000,9300,0,0,1,2,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0
195000,9520,1,2,4,3,140.0,0,0.0,0.0,107.0,3.0,0.0,0.0
320000,9230,0,0,1,2,106.0,0,1.0,0.0,0.0,2.0,0.0,1.0
308858,8800,0,0,1,3,118.0,0,1.0,0.0,0.0,2.0,0.0,1.0
125000,8790,0,0,1,1,43.0,0,1.0,0.0,0.0,4.0,0.0,1.0
250000,1348,0,16,3,2,78.0,0,0.0,0.0,0.0,2.0,0.0,0.0
295000,2600,0,0,2,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
275000,9800,1,2,1,3,144.0,0,0.0,0.0,259.0,3.0,0.0,0.0
359000,9280,1,2,2,3,190.0,0,1.0,0.0,0.0,2.0,0.0,0.0
495000,9000,0,0,0,1,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0
350000,2018,0,0,1,2,95.0,0,1.0,0.0,0.0,2.0,0.0,0.0
139000,8400,0,0,1,2,76.0,0,0.0,0.0,0.0,2.0,0.0,1.0
285000,9551,0,0,1,3,180.0,0,1.0,0.0,0.0,2.0,0.0,1.0
399000,3720,1,2,1,3,157.0,0,1.0,0.0,371.0,3.0,0.0,0.0
350000,1030,0,0,1,2,104.0,0,1.0,0.0,0.0,2.0,0.0,1.0
275000,1400,0,0,1,2,110.0,0,1.0,0.0,0.0,4.0,0.0,1.0
720000,1180,0,0,1,2,114.0,0,1.0,0.0,0.0,2.0,0.0,1.0
175000,4100,1,2,0,4,143.0,0,1.0,0.0,110.0,2.0,0.0,0.0
270000,6600,1,2,1,3,143.0,0,1.0,0.0,290.0,2.0,0.0,0.0
339000,4000,1,6,3,3,150.0,0,0.0,0.0,370.0,2.0,0.0,0.0
570000,1050,0,0,1,3,122.0,0,1.0,0.0,0.0,2.0,0.0,1.0
156000,2850,0,0,1,2,80.0,0,0.0,0.0,0.0,2.0,0.0,1.0
215000,9220,0,0,1,3,66.0,0,0.0,0.0,0.0,2.0,0.0,1.0
138000,6000,0,0,1,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0
195000,9600,1,2,3,2,175.0,0,0.0,0.0,225.0,2.0,0.0,0.0
209000,8420,0,16,1,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0
129000,4020,0,0,3,1,52.0,0,0.0,0.0,0.0,4.0,0.0,1.0
405500,9060,0,0,1,2,111.0,0,1.0,0.0,0.0,2.0,0.0,1.0
379000,1000,0,0,0,2,100.0,0,1.0,0.0,0.0,4.0,0.0,1.0
450000,2610,0,0,1,2,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0
290000,2870,0,0,1,2,98.0,0,1.0,0.0,0.0,2.0,0.0,1.0
307500,5150,0,0,1,3,118.0,0,1.0,0.0,0.0,4.0,0.0,1.0
269000,9100,0,0,1,2,105.0,0,1.0,0.0,0.0,2.0,0.0,1.0
249000,5060,1,2,4,3,132.0,0,0.0,0.0,486.0,4.0,0.0,0.0
372500,8540,1,2,1,3,130.0,0,0.0,0.0,315.0,3.0,0.0,0.0
225000,2600,0,0,1,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0
193000,8700,0,0,1,1,67.0,0,1.0,0.0,0.0,2.0,0.0,1.0
799000,8301,0,0,1,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0
425000,3000,0,11,2,3,207.0,0,1.0,0.0,0.0,2.0,0.0,0.0
359000,9140,1,2,1,4,159.0,0,1.0,0.0,375.0,3.0,0.0,0.0
349000,1030,0,0,1,4,131.0,0,1.0,0.0,0.0,2.0,0.0,1.0
628000,1000,0,0,1,3,150.0,0,1.0,0.0,0.0,2.0,0.0,1.0
225000,8434,0,0,1,1,56.0,0,0.0,0.0,0.0,2.0,0.0,1.0
150000,9340,1,2,4,1,220.0,0,0.0,0.0,230.0,3.0,0.0,0.0
495000,1210,0,0,0,3,123.0,0,1.0,0.0,0.0,2.0,0.0,1.0
399000,9940,0,16,0,2,107.0,0,1.0,0.0,0.0,2.0,0.0,1.0
319000,2260,0,0,1,1,88.0,0,1.0,0.0,0.0,4.0,0.0,1.0
332000,9971,1,2,0,3,125.0,0,1.0,0.0,126.0,3.0,0.0,0.0
585000,8301,0,0,3,3,96.0,0,1.0,0.0,0.0,3.0,0.0,1.0
320000,1070,0,0,1,3,107.0,0,0.0,0.0,0.0,2.0,0.0,1.0
159000,4500,1,2,3,3,152.0,0,1.0,0.0,150.0,4.0,0.0,0.0
239000,8790,1,2,1,2,100.0,0,1.0,0.0,100.0,2.0,0.0,0.0
295000,8300,0,0,1,1,58.0,0,1.0,0.0,0.0,2.0,0.0,0.0
252000,9940,0,0,0,2,77.0,0,1.0,0.0,0.0,2.0,0.0,1.0
475000,1050,0,0,1,2,134.0,0,1.0,0.0,0.0,2.0,0.0,1.0
549000,8420,1,2,1,3,163.0,0,1.0,0.0,333.0,3.0,0.0,0.0
159000,8400,0,0,1,2,67.0,0,1.0,0.0,0.0,2.0,0.0,1.0
250000,1030,0,0,1,3,140.0,0,1.0,0.0,0.0,2.0,0.0,1.0
239000,1853,0,0,1,2,85.0,0,1.0,0.0,0.0,3.0,0.0,1.0
139000,4101,1,2,1,3,84.0,0,0.0,0.0,60.0,3.0,0.0,0.0
339000,8660,0,0,0,2,81.0,0,1.0,0.0,0.0,2.0,0.0,1.0
394000,2800,0,0,0,2,120.0,0,1.0,0.0,0.0,2.0,0.0,0.0
219000,8902,1,2,3,3,179.0,0,0.0,0.0,551.0,3.0,0.0,0.0
490000,8300,0,0,1,2,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0
250000,2940,0,0,2,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0
159000,9000,0,0,1,2,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0
365000,9000,0,0,1,3,124.0,0,1.0,0.0,0.0,2.0,0.0,1.0
439520,9160,1,2,1,3,152.0,0,1.0,0.0,309.0,3.0,0.0,0.0
337500,3500,0,0,1,1,72.0,0,1.0,0.0,0.0,2.0,0.0,1.0
385000,1000,0,0,1,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0
474000,8300,0,0,0,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
329000,7500,1,6,0,4,218.0,0,1.0,0.0,130.0,2.0,0.0,0.0
270000,9300,0,0,1,1,112.0,0,1.0,0.0,0.0,2.0,0.0,1.0
598000,9000,0,0,0,1,121.0,0,1.0,0.0,0.0,2.0,0.0,1.0
214000,2880,1,2,3,3,122.0,0,1.0,0.0,120.0,2.0,0.0,0.0
308750,9890,0,0,0,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0
439000,8400,0,8,0,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0
154000,9300,0,0,1,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0
289000,8400,0,0,0,2,88.0,0,1.0,0.0,0.0,2.0,0.0,1.0
275000,8540,0,0,1,3,119.0,0,1.0,0.0,0.0,2.0,0.0,1.0
225000,8430,0,0,1,1,50.0,0,1.0,0.0,0.0,2.0,0.0,1.0
263596,3580,0,0,1,2,105.0,0,1.0,0.0,0.0,2.0,0.0,1.0
150000,9060,0,0,1,2,67.0,0,1.0,0.0,0.0,2.0,0.0,1.0
349000,2018,1,2,1,3,140.0,0,0.0,0.0,68.0,2.0,0.0,0.0
135000,8530,1,2,1,3,155.0,0,0.0,0.0,144.0,3.0,0.0,0.0
309900,4130,1,6,0,3,255.0,0,1.0,0.0,115.0,2.0,0.0,0.0
745000,9000,0,0,1,2,138.0,0,0.0,0.0,0.0,2.0,0.0,1.0
385000,4000,0,0,0,3,134.0,0,1.0,0.0,0.0,2.0,0.0,1.0
118000,8900,0,0,1,1,41.0,0,0.0,0.0,0.0,2.0,0.0,1.0
259000,1760,1,2,1,3,142.0,0,0.0,0.0,338.0,4.0,0.0,0.0
469000,9041,1,2,1,4,283.0,0,1.0,0.0,460.0,3.0,0.0,0.0
595000,8300,0,0,2,2,62.0,0,0.0,0.0,0.0,2.0,0.0,1.0
457500,9820,0,0,1,2,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0
324500,9800,1,2,2,3,109.0,0,0.0,0.0,196.0,2.0,0.0,0.0
175000,8940,1,2,1,2,102.0,0,1.0,0.0,168.0,3.0,0.0,0.0
199000,9300,0,0,3,2,75.0,0,1.0,0.0,0.0,4.0,0.0,1.0
165000,6760,1,2,3,3,140.0,0,0.0,0.0,58.0,2.0,0.0,0.0
255000,1070,0,0,1,2,80.0,0,1.0,0.0,0.0,2.0,0.0,0.0
169500,9240,1,2,1,2,98.0,0,1.0,0.0,71.0,2.0,0.0,0.0
229000,7540,1,10,1,3,95.0,0,1.0,0.0,320.0,2.0,0.0,0.0
289000,2960,1,2,3,1,105.0,0,0.0,0.0,404.0,3.0,0.0,0.0
295000,2610,0,20,1,3,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0
199000,1050,0,0,1,1,51.0,0,0.0,0.0,0.0,2.0,0.0,0.0
849000,1180,0,0,0,3,215.0,0,1.0,0.0,0.0,2.0,0.0,1.0
307000,5070,0,0,0,2,97.0,0,1.0,0.0,0.0,2.0,0.0,1.0
215000,1600,0,0,2,1,62.0,0,0.0,0.0,0.0,2.0,0.0,1.0
170000,9100,0,0,1,1,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0
220000,1083,0,0,1,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
149000,4000,1,2,1,3,93.0,0,0.0,0.0,50.0,3.0,0.0,0.0
499630,2230,0,0,1,3,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0
279000,2845,1,2,1,3,124.0,0,1.0,0.0,90.0,2.0,0.0,0.0
179000,2800,0,0,2,1,46.0,0,1.0,0.0,0.0,4.0,0.0,1.0
239000,8770,1,2,1,3,163.0,0,1.0,0.0,178.0,3.0,0.0,0.0
333500,8211,1,2,1,4,150.0,0,1.0,0.0,368.0,3.0,0.0,0.0
134900,6060,1,2,1,2,91.0,0,1.0,0.0,0.0,3.0,0.0,0.0
333500,8211,1,2,1,4,150.0,0,1.0,0.0,368.0,3.0,0.0,0.0
198000,1080,0,0,3,2,90.0,0,1.0,0.0,0.0,2.0,0.0,0.0
120000,4500,0,0,1,1,50.0,0,0.0,0.0,0.0,3.0,0.0,0.0
245000,1070,0,0,3,2,84.0,0,0.0,0.0,0.0,3.0,0.0,0.0
265000,9810,0,0,1,1,60.0,0,0.0,0.0,0.0,2.0,0.0,1.0
685000,8620,0,0,0,2,100.0,0,1.0,0.0,0.0,4.0,0.0,1.0
185000,9040,0,0,3,2,83.0,0,1.0,0.0,0.0,2.0,0.0,0.0
