Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Region
198500,6900,APARTMENT,APARTMENT,JUST_RENOVATED,1,73.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Marche-en-Famenne,Luxembourg,Wallonia
239000,1090,APARTMENT,APARTMENT,AS_NEW,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Jette,Brussels Capital,Bruxelles-Capital
203000,8820,HOUSE,HOUSE,GOOD,3,100.0,0,0.0,1.0,435.0,3.0,0.0,0.0,Torhout,Other,Other
259000,2610,APARTMENT,APARTMENT,TO_BE_DONE_UP,3,110.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
349000,2000,APARTMENT,APARTMENT,GOOD,2,108.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
185000,4000,APARTMENT,APARTMENT,GOOD,2,66.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège,Wallonia
287000,9150,HOUSE,HOUSE,TO_RENOVATE,2,175.0,0,1.0,0.0,295.0,3.0,0.0,0.0,Kruibeke,East Flanders,Flanders
178000,1400,APARTMENT,APARTMENT,GOOD,2,98.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nivelles,Walloon Brabant,Wallonia
250000,1420,HOUSE,HOUSE,TO_RENOVATE,3,120.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Braine-l'Alleud,Walloon Brabant,Wallonia
565000,3000,APARTMENT,GROUND_FLOOR,GOOD,2,96.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant,Flanders
398000,9070,HOUSE,HOUSE,GOOD,4,221.0,0,1.0,1.0,245.0,3.0,0.0,0.0,Destelbergen,East Flanders,Flanders
299000,8610,HOUSE,HOUSE,GOOD,3,200.0,0,1.0,1.0,284.0,3.0,0.0,0.0,Kortemark,Other,Other
294500,1500,APARTMENT,DUPLEX,GOOD,2,107.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Halle,Flemish Brabant,Flanders
295000,4430,APARTMENT,APARTMENT,GOOD,2,91.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Ans,Liège,Wallonia
469000,4000,HOUSE,HOUSE,TO_BE_DONE_UP,4,200.0,0,1.0,1.0,200.0,2.0,0.0,0.0,Liège,Liège,Wallonia
129000,4040,APARTMENT,APARTMENT,GOOD,1,65.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Herstal,Liège,Wallonia
190000,6790,APARTMENT,APARTMENT,AS_NEW,1,63.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Aubange,Luxembourg,Wallonia
329000,8310,APARTMENT,GROUND_FLOOR,GOOD,2,91.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Brugge,Other,Other
225000,1070,APARTMENT,APARTMENT,GOOD,2,78.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
549000,8400,HOUSE,VILLA,AS_NEW,2,260.0,0,1.0,1.0,582.0,4.0,0.0,0.0,Oostende,Other,Other
269000,8620,APARTMENT,APARTMENT,GOOD,2,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,Other,Other
460912,9620,HOUSE,HOUSE,GOOD,3,175.0,1,1.0,1.0,348.0,3.0,0.0,0.0,Zottegem,East Flanders,Flanders
287000,1190,APARTMENT,APARTMENT,GOOD,2,103.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Forest,Brussels Capital,Bruxelles-Capital
239000,9140,HOUSE,HOUSE,GOOD,3,128.0,0,0.0,0.0,80.0,3.0,0.0,0.0,Temse,East Flanders,Flanders
285000,9000,APARTMENT,APARTMENT,GOOD,2,97.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
345000,1180,APARTMENT,TRIPLEX,AS_NEW,2,83.0,1,0.0,0.0,0.0,2.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital
327000,1000,APARTMENT,APARTMENT,AS_NEW,3,118.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
595000,9000,HOUSE,APARTMENT_BLOCK,GOOD,4,180.0,0,0.0,0.0,93.0,2.0,0.0,0.0,Gent,East Flanders,Flanders
179000,8930,HOUSE,HOUSE,GOOD,3,135.0,0,1.0,1.0,156.0,2.0,0.0,0.0,Menen,Other,Other
485000,8420,HOUSE,HOUSE,GOOD,4,210.0,0,1.0,0.0,401.0,3.0,0.0,0.0,De Haan,Other,Other
330000,2860,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,3,183.0,0,1.0,0.0,133.0,2.0,0.0,0.0,Sint-Katelijne-Waver,Antwerp,Flanders
699000,8300,APARTMENT,APARTMENT,AS_NEW,2,102.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other,Other
359000,7500,HOUSE,APARTMENT_BLOCK,GOOD,4,250.0,0,1.0,0.0,170.0,2.0,0.0,0.0,Tournai,Hainaut,Wallonia
354837,2480,HOUSE,HOUSE,GOOD,3,125.0,0,0.0,0.0,299.0,3.0,0.0,0.0,Dessel,Antwerp,Flanders
325000,1020,APARTMENT,APARTMENT,AS_NEW,2,102.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Bruxelles,Brussels Capital,Bruxelles-Capital
436000,1200,APARTMENT,APARTMENT,AS_NEW,2,86.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
450000,1180,APARTMENT,APARTMENT,AS_NEW,2,115.0,0,1.0,0.0,0.0,4.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital
286000,8650,APARTMENT,APARTMENT,AS_NEW,3,98.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Houthulst,Other,Other
154000,1082,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,54.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital,Bruxelles-Capital
250000,1060,APARTMENT,DUPLEX,GOOD,3,100.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Saint-Gilles,Brussels Capital,Bruxelles-Capital
189000,4040,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,2,162.0,0,1.0,0.0,120.0,2.0,0.0,0.0,Herstal,Liège,Wallonia
329000,8000,APARTMENT,APARTMENT,GOOD,2,95.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Brugge,Other,Other
295000,4342,HOUSE,VILLA,TO_RENOVATE,3,140.0,0,1.0,1.0,518.0,4.0,0.0,0.0,Awans,Liège,Wallonia
435000,4020,APARTMENT,APARTMENT,TO_RENOVATE,3,164.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège,Wallonia
245000,3590,HOUSE,HOUSE,GOOD,3,170.0,0,0.0,0.0,282.0,4.0,0.0,0.0,Diepenbeek,Limburg,Wallonia
185000,9000,APARTMENT,APARTMENT,TO_RENOVATE,1,55.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
705000,2018,HOUSE,MANSION,GOOD,4,181.0,0,0.0,1.0,84.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
399000,1050,APARTMENT,APARTMENT,AS_NEW,2,78.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital
765000,9840,HOUSE,HOUSE,GOOD,3,215.0,1,1.0,1.0,651.0,3.0,0.0,0.0,De Pinte,East Flanders,Flanders
440000,9800,HOUSE,HOUSE,GOOD,3,185.0,0,0.0,0.0,242.0,3.0,0.0,0.0,Deinze,East Flanders,Flanders
449000,1210,APARTMENT,LOFT,AS_NEW,2,165.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
559000,3060,HOUSE,HOUSE,AS_NEW,4,157.0,1,1.0,0.0,280.0,3.0,0.0,0.0,Bertem,Flemish Brabant,Flanders
269000,2400,APARTMENT,PENTHOUSE,GOOD,2,81.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Dessel,Antwerp,Flanders
219000,2020,APARTMENT,APARTMENT,JUST_RENOVATED,2,85.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
275000,1500,HOUSE,HOUSE,TO_BE_DONE_UP,3,141.0,0,0.0,1.0,155.0,3.0,0.0,0.0,Halle,Flemish Brabant,Flanders
649000,1780,HOUSE,VILLA,TO_BE_DONE_UP,4,253.0,1,1.0,1.0,654.0,4.0,0.0,0.0,Wemmel,Flemish Brabant,Flanders
429000,9050,HOUSE,HOUSE,JUST_RENOVATED,3,147.0,0,0.0,0.0,121.0,2.0,0.0,0.0,Gent,East Flanders,Flanders
269000,1933,HOUSE,HOUSE,TO_BE_DONE_UP,3,173.0,0,1.0,0.0,83.0,2.0,0.0,0.0,Zaventem,Flemish Brabant,Flanders
269000,8530,APARTMENT,APARTMENT,GOOD,2,112.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Harelbeke,Other,Other
845000,8300,APARTMENT,APARTMENT,JUST_RENOVATED,3,82.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other,Other
449000,1000,APARTMENT,APARTMENT,JUST_RENOVATED,1,93.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
445000,1731,HOUSE,VILLA,TO_BE_DONE_UP,2,140.0,0,1.0,1.0,555.0,4.0,0.0,0.0,Asse,Flemish Brabant,Flanders
315000,1700,APARTMENT,APARTMENT,GOOD,3,134.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Dilbeek,Flemish Brabant,Flanders
109000,8550,APARTMENT,APARTMENT,AS_NEW,2,129.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Zwevegem,Other,Other
599000,8370,APARTMENT,APARTMENT,AS_NEW,3,82.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Blankenberge,Other,Other
285000,7110,HOUSE,MANSION,GOOD,4,260.0,0,1.0,0.0,0.0,4.0,0.0,0.0,La Louvière,Hainaut,Wallonia
395000,1030,APARTMENT,APARTMENT,AS_NEW,2,104.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital,Bruxelles-Capital
229000,7711,HOUSE,HOUSE,JUST_RENOVATED,3,113.0,0,1.0,1.0,113.0,2.0,0.0,0.0,Mouscron,Hainaut,Wallonia
300000,1050,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital
439000,9220,HOUSE,HOUSE,GOOD,4,190.0,1,1.0,0.0,225.0,2.0,0.0,0.0,Hamme,East Flanders,Flanders
353000,2610,HOUSE,HOUSE,GOOD,4,155.0,1,0.0,1.0,185.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
260000,1853,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Grimbergen,Flemish Brabant,Flanders
439000,9000,APARTMENT,APARTMENT,GOOD,2,119.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
235000,1000,APARTMENT,FLAT_STUDIO,GOOD,1,46.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
280000,7800,APARTMENT,APARTMENT,GOOD,2,219.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Ath,Hainaut,Wallonia
259000,1190,APARTMENT,APARTMENT,GOOD,1,69.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Forest,Brussels Capital,Bruxelles-Capital
198000,4000,APARTMENT,APARTMENT,GOOD,2,62.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège,Wallonia
398000,9140,APARTMENT,APARTMENT,GOOD,3,128.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Temse,East Flanders,Flanders
220000,9300,HOUSE,HOUSE,GOOD,2,137.0,0,0.0,0.0,98.0,2.0,0.0,0.0,Aalst,East Flanders,Flanders
360000,9000,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
265000,2050,APARTMENT,APARTMENT,GOOD,1,65.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
360000,8430,APARTMENT,APARTMENT,GOOD,2,63.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other,Other
269000,1140,APARTMENT,APARTMENT,AS_NEW,1,74.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Evere,Brussels Capital,Bruxelles-Capital
105000,8790,APARTMENT,APARTMENT,GOOD,1,40.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Waregem,Other,Other
325000,2180,APARTMENT,APARTMENT,AS_NEW,2,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
435000,8421,HOUSE,HOUSE,AS_NEW,3,150.0,0,1.0,1.0,295.0,4.0,0.0,0.0,De Haan,Other,Other
475000,3000,APARTMENT,APARTMENT,GOOD,3,116.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant,Flanders
375000,8434,HOUSE,HOUSE,TO_BE_DONE_UP,3,118.0,0,1.0,0.0,350.0,3.0,0.0,0.0,Middelkerke,Other,Other
175000,9600,APARTMENT,APARTMENT,GOOD,1,83.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Renaix,East Flanders,Flanders
167500,8400,APARTMENT,APARTMENT,GOOD,1,70.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Oostende,Other,Other
295000,1180,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Uccle,Brussels Capital,Bruxelles-Capital
188000,6840,APARTMENT,APARTMENT,GOOD,2,108.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Neufchâteau,Luxembourg,Wallonia
249000,9600,HOUSE,HOUSE,GOOD,4,125.0,0,0.0,0.0,342.0,3.0,0.0,0.0,Renaix,East Flanders,Flanders
249000,9000,HOUSE,HOUSE,TO_RENOVATE,4,121.0,0,1.0,1.0,80.0,2.0,0.0,0.0,Gent,East Flanders,Flanders
205000,8880,HOUSE,HOUSE,GOOD,4,166.0,0,1.0,0.0,330.0,3.0,0.0,0.0,Ledegem,Other,Other
615000,1050,APARTMENT,GROUND_FLOOR,AS_NEW,2,146.0,1,0.0,1.0,0.0,3.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital
245000,2200,HOUSE,HOUSE,GOOD,3,100.0,0,0.0,0.0,65.0,2.0,0.0,0.0,Herentals,Antwerp,Flanders
99000,9400,HOUSE,HOUSE,GOOD,2,117.0,0,0.0,0.0,80.0,2.0,0.0,0.0,Ninove,East Flanders,Flanders
770000,1640,APARTMENT,TRIPLEX,AS_NEW,3,220.0,0,1.0,0.0,0.0,4.0,0.0,0.0,Rhode-Saint-Genèse,Flemish Brabant,Flanders
215303,4420,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Nicolas,Liège,Wallonia
409000,9160,APARTMENT,GROUND_FLOOR,AS_NEW,2,142.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Lokeren,East Flanders,Flanders
289000,2300,HOUSE,HOUSE,GOOD,2,158.0,0,1.0,0.0,133.0,2.0,0.0,0.0,Turnhout,Antwerp,Flanders
439000,8430,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other,Other
305000,9800,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders
335000,1200,APARTMENT,APARTMENT,GOOD,2,105.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital
249000,1070,APARTMENT,APARTMENT,GOOD,2,81.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
695000,1410,HOUSE,HOUSE,AS_NEW,4,148.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Waterloo,Walloon Brabant,Wallonia
279900,2060,HOUSE,HOUSE,GOOD,4,125.0,0,0.0,0.0,56.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
849000,8200,HOUSE,VILLA,GOOD,4,282.0,1,0.0,0.0,514.0,3.0,0.0,0.0,Brugge,Other,Other
245000,2100,APARTMENT,APARTMENT,GOOD,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
179000,7600,HOUSE,HOUSE,TO_BE_DONE_UP,2,110.0,0,0.0,0.0,376.0,2.0,0.0,0.0,Péruwelz,Hainaut,Wallonia
649000,1000,APARTMENT,APARTMENT,AS_NEW,2,102.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
699000,1150,APARTMENT,DUPLEX,AS_NEW,2,187.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Woluwe-Saint-Pierre,Brussels Capital,Bruxelles-Capital
330000,4780,APARTMENT,APARTMENT,GOOD,4,153.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Vith,Liège,Wallonia
455000,8540,APARTMENT,APARTMENT,GOOD,2,113.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Deerlijk,Other,Other
239000,4100,HOUSE,HOUSE,TO_BE_DONE_UP,3,184.0,0,0.0,1.0,637.0,2.0,0.0,0.0,Seraing,Liège,Wallonia
199000,4430,HOUSE,TOWN_HOUSE,TO_RENOVATE,3,115.0,0,1.0,0.0,120.0,2.0,0.0,0.0,Ans,Liège,Wallonia
275000,7903,HOUSE,COUNTRY_COTTAGE,GOOD,2,200.0,0,1.0,0.0,690.0,4.0,0.0,0.0,Leuze-en-Hainaut,Hainaut,Wallonia
414500,9041,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,3,163.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Gent,East Flanders,Flanders
695000,2000,APARTMENT,APARTMENT,GOOD,2,180.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
390000,1800,HOUSE,HOUSE,GOOD,3,160.0,0,1.0,1.0,200.0,2.0,0.0,0.0,Vilvoorde,Flemish Brabant,Flanders
395000,9400,HOUSE,HOUSE,JUST_RENOVATED,4,198.0,0,0.0,0.0,480.0,3.0,0.0,0.0,Ninove,East Flanders,Flanders
849000,1050,HOUSE,HOUSE,AS_NEW,4,250.0,0,1.0,1.0,150.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital
199000,4500,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,4,209.0,0,1.0,1.0,233.0,2.0,0.0,0.0,Huy,Liège,Wallonia
249000,8500,APARTMENT,APARTMENT,GOOD,3,122.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,Other,Other
275000,2300,HOUSE,HOUSE,GOOD,3,186.0,1,0.0,0.0,168.0,2.0,0.0,0.0,Turnhout,Antwerp,Flanders
199900,2170,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp,Flanders
299000,8680,HOUSE,HOUSE,AS_NEW,3,177.0,0,0.0,0.0,414.0,4.0,0.0,0.0,Koekelare,Other,Other
295000,3020,HOUSE,HOUSE,TO_BE_DONE_UP,3,116.0,0,1.0,1.0,193.0,2.0,0.0,0.0,Herent,Flemish Brabant,Flanders
169000,7100,APARTMENT,APARTMENT,GOOD,1,67.0,1,0.0,0.0,0.0,4.0,0.0,1.0,La Louvière,Hainaut,Wallonia
398000,1400,HOUSE,TOWN_HOUSE,GOOD,3,165.0,1,0.0,0.0,362.0,2.0,0.0,0.0,Nivelles,Walloon Brabant,Wallonia
325000,9030,APARTMENT,APARTMENT,GOOD,2,93.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
195000,9230,HOUSE,HOUSE,TO_RENOVATE,3,128.0,0,0.0,0.0,80.0,2.0,0.0,0.0,Wetteren,East Flanders,Flanders
460500,8200,HOUSE,HOUSE,AS_NEW,3,294.0,0,1.0,1.0,294.0,3.0,0.0,0.0,Brugge,Other,Other
95000,6000,APARTMENT,APARTMENT,GOOD,2,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Charleroi,Hainaut,Wallonia
245000,2140,APARTMENT,GROUND_FLOOR,TO_RENOVATE,1,77.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
395000,2930,APARTMENT,APARTMENT,JUST_RENOVATED,2,96.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brasschaat,Antwerp,Flanders
135000,6000,APARTMENT,APARTMENT,GOOD,2,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Charleroi,Hainaut,Wallonia
159000,2845,HOUSE,HOUSE,GOOD,2,82.0,0,1.0,0.0,48.0,2.0,0.0,0.0,Niel,Antwerp,Flanders
554893,9000,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders
190000,2000,APARTMENT,APARTMENT,GOOD,1,53.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders
199000,1000,APARTMENT,APARTMENT,GOOD,1,54.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital
574000,2640,HOUSE,HOUSE,AS_NEW,3,193.0,1,1.0,1.0,143.0,2.0,0.0,0.0,Mortsel,Antwerp,Flanders
249000,1020,APARTMENT,APARTMENT,TO_RENOVATE,2,95.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital,Bruxelles-Capital
199000,8870,HOUSE,HOUSE,GOOD,4,260.0,0,0.0,0.0,192.0,3.0,0.0,0.0,Izegem,Other,Other
276230,2300,APARTMENT,APARTMENT,GOOD,2,113.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Turnhout,Antwerp,Flanders
379000,2300,HOUSE,HOUSE,GOOD,4,239.0,1,1.0,0.0,397.0,4.0,0.0,0.0,Turnhout,Antwerp,Flanders
369000,2100,HOUSE,HOUSE,GOOD,3,120.0,0,1.0,0.0,112.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
189000,1080,APARTMENT,APARTMENT,GOOD,2,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital
279000,8870,APARTMENT,APARTMENT,GOOD,4,150.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Izegem,Other,Other
145000,1030,APARTMENT,APARTMENT,TO_RENOVATE,1,47.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Schaerbeek,Brussels Capital,Bruxelles-Capital
449000,8300,APARTMENT,APARTMENT,GOOD,2,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other,Other
199000,9300,APARTMENT,APARTMENT,GOOD,2,104.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders
255000,1400,APARTMENT,APARTMENT,GOOD,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nivelles,Walloon Brabant,Wallonia
397600,8760,HOUSE,HOUSE,GOOD,4,189.0,0,1.0,0.0,388.0,3.0,0.0,0.0,Meulebeke,Other,Other
278106,8680,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Koekelare,Other,Other
495000,9030,HOUSE,HOUSE,AS_NEW,3,144.0,1,1.0,1.0,172.0,2.0,0.0,0.0,Gent,East Flanders,Flanders
185000,9190,HOUSE,HOUSE,TO_BE_DONE_UP,3,113.0,0,0.0,0.0,130.0,2.0,0.0,0.0,Stekene,East Flanders,Flanders
275000,2640,APARTMENT,APARTMENT,GOOD,2,88.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mortsel,Antwerp,Flanders
525000,1070,APARTMENT,LOFT,AS_NEW,2,115.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital
335000,1030,APARTMENT,APARTMENT,GOOD,2,88.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital,Bruxelles-Capital
325000,1410,HOUSE,HOUSE,TO_BE_DONE_UP,3,120.0,0,0.0,0.0,205.0,2.0,0.0,0.0,Waterloo,Walloon Brabant,Wallonia
345000,2018,APARTMENT,APARTMENT,GOOD,2,116.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders
155000,9700,HOUSE,HOUSE,TO_RENOVATE,3,125.0,0,1.0,0.0,272.0,3.0,0.0,0.0,Oudenaarde,East Flanders,Flanders
427000,9800,APARTMENT,APARTMENT,GOOD,2,93.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders,Flanders
