Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift
162000,8400,APARTMENT,APARTMENT,GOOD,2,90.0,0,0.0,0.0,0.0,2.0,0.0,1.0
239000,8380,APARTMENT,APARTMENT,GOOD,2,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0
350000,9050,HOUSE,HOUSE,TO_RENOVATE,3,200.0,0,0.0,0.0,89.0,2.0,0.0,0.0
119000,6800,HOUSE,HOUSE,TO_RENOVATE,3,91.0,0,1.0,0.0,0.0,3.0,0.0,0.0
337000,9800,HOUSE,HOUSE,AS_NEW,3,138.0,0,0.0,0.0,238.0,3.0,0.0,0.0
290000,1030,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0
299500,8301,APARTMENT,APARTMENT,GOOD,2,80.0,0,0.0,0.0,0.0,2.0,0.0,0.0
215000,9500,HOUSE,HOUSE,TO_BE_DONE_UP,4,183.0,0,1.0,0.0,410.0,2.0,0.0,0.0
255000,4020,APARTMENT,GROUND_FLOOR,GOOD,3,107.0,0,0.0,0.0,0.0,2.0,0.0,0.0
325000,1300,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0
279000,2880,HOUSE,HOUSE,TO_RENOVATE,4,233.0,0,1.0,0.0,477.0,3.0,0.0,0.0
275000,1420,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,0.0,0.0,0.0,2.0,0.0,0.0
284000,2020,HOUSE,TOWN_HOUSE,GOOD,2,112.0,0,0.0,0.0,0.0,2.0,0.0,0.0
289000,1040,APARTMENT,APARTMENT,GOOD,1,79.0,0,0.0,0.0,0.0,2.0,0.0,0.0
