Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province,Region,Property_Size
359900,2140,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,3,156.0,0,0.0,1.0,84.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
189000,3970,APARTMENT,APARTMENT,AS_NEW,2,85.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Leopoldsburg,Limburg,Wallonia,Medium
399000,1050,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,110.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital,Large
339000,2930,HOUSE,HOUSE,TO_RENOVATE,2,125.0,0,1.0,1.0,173.0,2.0,0.0,0.0,Brasschaat,Antwerp,Flanders,Large
219000,8500,APARTMENT,APARTMENT,AS_NEW,2,86.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Kortrijk,West Flanders,Flanders,Medium
430000,3012,HOUSE,HOUSE,GOOD,3,144.0,0,1.0,0.0,104.0,3.0,0.0,0.0,Leuven,Flemish Brabant,Flanders,Large
498500,1420,HOUSE,HOUSE,GOOD,3,176.0,0,1.0,1.0,414.0,2.0,0.0,0.0,Braine-l'Alleud,Walloon Brabant,Wallonia,Large
269000,2610,APARTMENT,GROUND_FLOOR,JUST_RENOVATED,2,95.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
415000,2930,APARTMENT,APARTMENT,JUST_RENOVATED,2,108.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brasschaat,Antwerp,Flanders,Large
420000,6740,HOUSE,HOUSE,AS_NEW,3,128.0,0,1.0,1.0,611.0,2.0,0.0,0.0,Étalle,Luxembourg,Wallonia,Large
380000,5024,HOUSE,HOUSE,AS_NEW,3,155.0,0,1.0,0.0,715.0,4.0,0.0,0.0,Namur,Namur,Wallonia,Large
369000,4840,APARTMENT,APARTMENT,GOOD,2,118.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Welkenraedt,Liège,Wallonia,Large
520000,8300,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
575000,2018,APARTMENT,APARTMENT,AS_NEW,2,132.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
355000,8400,APARTMENT,APARTMENT,GOOD,2,96.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
465000,3020,HOUSE,HOUSE,JUST_RENOVATED,4,186.0,1,1.0,0.0,555.0,3.0,0.0,0.0,Herent,Flemish Brabant,Flanders,Large
225000,6750,HOUSE,HOUSE,TO_RENOVATE,4,277.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Musson,Luxembourg,Wallonia,Very Large
355000,1070,HOUSE,HOUSE,GOOD,3,95.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Medium
248000,2840,APARTMENT,APARTMENT,AS_NEW,2,94.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Rumst,Antwerp,Flanders,Medium
369000,8680,HOUSE,HOUSE,GOOD,3,233.0,0,1.0,0.0,666.0,3.0,0.0,0.0,Koekelare,West Flanders,Flanders,Very Large
275000,9060,APARTMENT,APARTMENT,TO_BE_DONE_UP,3,178.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Zelzate,East Flanders,Flanders,Large
389000,1210,APARTMENT,APARTMENT,AS_NEW,2,94.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Medium
299000,2270,APARTMENT,APARTMENT,GOOD,2,93.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Herenthout,Antwerp,Flanders,Medium
350000,3740,APARTMENT,APARTMENT,GOOD,2,96.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Bilzen,Limburg,Wallonia,Medium
169000,1300,APARTMENT,APARTMENT,GOOD,1,63.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Wavre,Walloon Brabant,Wallonia,Medium
299000,8470,APARTMENT,DUPLEX,JUST_RENOVATED,4,139.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gistel,West Flanders,Flanders,Large
115000,5530,HOUSE,COUNTRY_COTTAGE,GOOD,1,55.0,0,0.0,1.0,207.0,4.0,1.0,0.0,Yvoir,Namur,Wallonia,Medium
210000,4100,HOUSE,HOUSE,JUST_RENOVATED,4,145.0,0,1.0,0.0,150.0,2.0,0.0,0.0,Seraing,Liège,Wallonia,Large
325000,2650,APARTMENT,APARTMENT,AS_NEW,1,64.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Edegem,Antwerp,Flanders,Medium
749000,2640,HOUSE,EXCEPTIONAL_PROPERTY,GOOD,4,228.0,1,1.0,1.0,478.0,4.0,0.0,0.0,Mortsel,Antwerp,Flanders,Very Large
149500,2140,APARTMENT,APARTMENT,GOOD,1,48.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Small
345000,9470,HOUSE,TOWN_HOUSE,GOOD,2,160.0,1,1.0,1.0,97.0,2.0,0.0,0.0,Denderleeuw,East Flanders,Flanders,Large
175000,7700,HOUSE,HOUSE,TO_BE_DONE_UP,3,158.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Mouscron,Hainaut,Wallonia,Large
199000,5000,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Namur,Namur,Wallonia,Medium
750939,3000,APARTMENT,DUPLEX,AS_NEW,3,183.0,0,1.0,1.0,0.0,3.0,0.0,1.0,Leuven,Flemish Brabant,Flanders,Large
299000,2300,HOUSE,HOUSE,GOOD,4,134.0,0,1.0,0.0,210.0,2.0,0.0,0.0,Turnhout,Antwerp,Flanders,Large
355000,9051,APARTMENT,APARTMENT,GOOD,2,91.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
310778,9200,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Dendermonde,East Flanders,Flanders,Medium
395000,1370,HOUSE,MIXED_USE_BUILDING,TO_BE_DONE_UP,2,220.0,0,0.0,0.0,280.0,2.0,0.0,0.0,Jodoigne,Walloon Brabant,Wallonia,Very Large
349000,4000,HOUSE,HOUSE,TO_BE_DONE_UP,4,206.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Very Large
799000,8300,APARTMENT,APARTMENT,GOOD,2,125.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Large
225000,4219,HOUSE,HOUSE,GOOD,3,110.0,1,1.0,0.0,552.0,2.0,0.0,0.0,Wasseiges,Liège,Wallonia,Large
415000,1200,APARTMENT,APARTMENT,AS_NEW,3,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital,Medium
395220,3730,HOUSE,MIXED_USE_BUILDING,GOOD,3,140.0,0,0.0,0.0,377.0,2.0,0.0,0.0,Hoeselt,Limburg,Wallonia,Large
338000,2280,APARTMENT,APARTMENT,GOOD,3,101.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Grobbendonk,Antwerp,Flanders,Large
150000,4101,HOUSE,MIXED_USE_BUILDING,GOOD,2,190.0,0,0.0,1.0,180.0,2.0,0.0,0.0,Seraing,Liège,Wallonia,Large
329000,7730,HOUSE,HOUSE,AS_NEW,4,152.0,0,0.0,0.0,680.0,3.0,0.0,0.0,Estaimpuis,Hainaut,Wallonia,Large
285000,9000,APARTMENT,DUPLEX,GOOD,1,68.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Gent,East Flanders,Flanders,Medium
230000,4400,APARTMENT,APARTMENT,TO_RESTORE,2,220.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Flémalle,Liège,Wallonia,Very Large
415000,8420,APARTMENT,GROUND_FLOOR,GOOD,2,72.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Haan,West Flanders,Flanders,Medium
385000,2235,HOUSE,HOUSE,GOOD,3,174.0,0,1.0,0.0,632.0,4.0,0.0,0.0,Hulshout,Antwerp,Flanders,Large
785000,2018,HOUSE,APARTMENT_BLOCK,GOOD,4,202.0,0,0.0,1.0,105.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Very Large
215000,2100,APARTMENT,APARTMENT,GOOD,1,64.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
129000,8420,APARTMENT,GROUND_FLOOR,GOOD,2,58.0,0,0.0,0.0,0.0,2.0,0.0,0.0,De Haan,West Flanders,Flanders,Medium
144000,9100,APARTMENT,APARTMENT,GOOD,2,64.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Sint-Niklaas,East Flanders,Flanders,Medium
279000,1000,APARTMENT,APARTMENT,GOOD,1,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Medium
419000,2100,HOUSE,APARTMENT_BLOCK,GOOD,3,217.0,0,0.0,1.0,107.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Very Large
199000,8310,APARTMENT,APARTMENT,GOOD,2,91.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Brugge,West Flanders,Flanders,Medium
279000,4020,HOUSE,HOUSE,GOOD,3,168.0,0,1.0,1.0,357.0,2.0,0.0,0.0,Liège,Liège,Wallonia,Large
230000,6660,APARTMENT,APARTMENT,GOOD,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Houffalize,Luxembourg,Wallonia,Medium
249000,2100,APARTMENT,APARTMENT,AS_NEW,2,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
529000,1000,HOUSE,MIXED_USE_BUILDING,GOOD,2,284.0,0,0.0,0.0,142.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Very Large
450000,9255,APARTMENT,PENTHOUSE,AS_NEW,2,113.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Buggenhout,East Flanders,Flanders,Large
649000,9300,APARTMENT,APARTMENT,TO_BE_DONE_UP,3,197.0,1,1.0,0.0,0.0,4.0,0.0,1.0,Aalst,East Flanders,Flanders,Large
255000,8880,HOUSE,HOUSE,GOOD,4,155.0,0,1.0,1.0,530.0,3.0,0.0,0.0,Ledegem,West Flanders,Flanders,Large
299000,8370,HOUSE,HOUSE,GOOD,2,109.0,0,0.0,0.0,46.0,3.0,0.0,0.0,Blankenberge,West Flanders,Flanders,Large
210000,4340,HOUSE,HOUSE,TO_RENOVATE,3,167.0,0,1.0,1.0,356.0,4.0,0.0,0.0,Awans,Liège,Wallonia,Large
390260,9052,APARTMENT,APARTMENT,GOOD,2,92.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
155000,7024,HOUSE,HOUSE,GOOD,4,160.0,0,0.0,0.0,316.0,2.0,0.0,0.0,Mons,Hainaut,Wallonia,Large
149000,7730,APARTMENT,APARTMENT,GOOD,2,88.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Estaimpuis,Hainaut,Wallonia,Medium
349000,2000,APARTMENT,GROUND_FLOOR,GOOD,2,111.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
299000,6790,HOUSE,HOUSE,GOOD,3,205.0,0,0.0,0.0,719.0,3.0,0.0,0.0,Aubange,Luxembourg,Wallonia,Very Large
356000,1000,APARTMENT,APARTMENT,AS_NEW,2,104.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Large
845000,8300,APARTMENT,APARTMENT,AS_NEW,2,75.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
348000,9700,APARTMENT,APARTMENT,GOOD,3,120.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Oudenaarde,East Flanders,Flanders,Large
560000,8300,APARTMENT,APARTMENT,AS_NEW,2,75.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
235000,3840,APARTMENT,APARTMENT,GOOD,1,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Borgloon,Limburg,Wallonia,Medium
239000,3000,APARTMENT,FLAT_STUDIO,AS_NEW,1,36.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant,Flanders,Small
599000,1000,APARTMENT,LOFT,AS_NEW,2,173.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Large
329000,6800,HOUSE,HOUSE,GOOD,3,195.0,0,1.0,1.0,10.0,4.0,0.0,0.0,Libramont-Chevigny,Luxembourg,Wallonia,Large
325000,1785,HOUSE,HOUSE,GOOD,2,100.0,0,0.0,0.0,346.0,3.0,0.0,0.0,Merchtem,Flemish Brabant,Flanders,Medium
295000,8500,APARTMENT,APARTMENT,AS_NEW,2,81.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,West Flanders,Flanders,Medium
345000,9030,APARTMENT,PENTHOUSE,GOOD,2,78.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Medium
129000,9300,HOUSE,HOUSE,TO_RENOVATE,2,130.0,0,1.0,0.0,180.0,2.0,0.0,0.0,Aalst,East Flanders,Flanders,Large
449000,2000,HOUSE,HOUSE,AS_NEW,2,156.0,0,1.0,0.0,43.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Large
379380,8790,HOUSE,HOUSE,GOOD,3,135.0,0,0.0,0.0,372.0,3.0,0.0,0.0,Waregem,West Flanders,Flanders,Large
358733,3800,HOUSE,HOUSE,GOOD,3,172.0,0,1.0,0.0,150.0,3.0,0.0,0.0,Sint-Truiden,Limburg,Wallonia,Large
535000,2018,APARTMENT,APARTMENT,AS_NEW,2,160.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
89000,4102,HOUSE,HOUSE,GOOD,1,55.0,0,1.0,0.0,45.0,2.0,0.0,0.0,Seraing,Liège,Wallonia,Medium
265000,8310,HOUSE,HOUSE,GOOD,2,110.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Brugge,West Flanders,Flanders,Large
188000,9190,HOUSE,HOUSE,TO_RENOVATE,3,107.0,0,0.0,0.0,284.0,2.0,0.0,0.0,Stekene,East Flanders,Flanders,Large
510000,1200,APARTMENT,APARTMENT,AS_NEW,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital,Medium
295000,8670,APARTMENT,APARTMENT,GOOD,2,86.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Koksijde,West Flanders,Flanders,Medium
139000,8400,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,95.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
745000,8301,APARTMENT,APARTMENT,AS_NEW,3,169.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Large
450000,1000,HOUSE,MIXED_USE_BUILDING,AS_NEW,3,134.0,0,0.0,0.0,43.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Large
159000,9451,HOUSE,HOUSE,TO_RENOVATE,4,170.0,0,1.0,0.0,126.0,3.0,0.0,0.0,Haaltert,East Flanders,Flanders,Large
155000,1070,APARTMENT,APARTMENT,GOOD,1,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Medium
350000,1210,APARTMENT,GROUND_FLOOR,GOOD,3,139.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Large
170000,2300,APARTMENT,APARTMENT,GOOD,2,101.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Turnhout,Antwerp,Flanders,Large
349000,2610,APARTMENT,APARTMENT,GOOD,3,130.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
449000,2000,APARTMENT,APARTMENT,GOOD,3,157.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Large
289726,2580,APARTMENT,APARTMENT,GOOD,1,82.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Putte,Antwerp,Flanders,Medium
649000,8670,HOUSE,HOUSE,GOOD,4,166.0,0,0.0,0.0,400.0,3.0,0.0,0.0,Koksijde,West Flanders,Flanders,Large
539000,9000,APARTMENT,APARTMENT,AS_NEW,3,126.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
482000,1315,HOUSE,TOWN_HOUSE,GOOD,3,228.0,1,0.0,0.0,405.0,2.0,0.0,0.0,Incourt,Walloon Brabant,Wallonia,Very Large
297000,4000,APARTMENT,APARTMENT,TO_RENOVATE,4,184.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Liège,Liège,Wallonia,Large
339000,2160,HOUSE,HOUSE,TO_BE_DONE_UP,2,152.0,0,1.0,0.0,291.0,3.0,0.0,0.0,Wommelgem,Antwerp,Flanders,Large
269000,8511,HOUSE,BUNGALOW,GOOD,3,100.0,0,0.0,0.0,391.0,2.0,0.0,0.0,Kortrijk,West Flanders,Flanders,Medium
425000,8510,HOUSE,HOUSE,GOOD,3,292.0,0,1.0,0.0,687.0,3.0,1.0,0.0,Kortrijk,West Flanders,Flanders,Very Large
349000,8400,APARTMENT,APARTMENT,AS_NEW,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
229000,9600,HOUSE,HOUSE,AS_NEW,4,136.0,1,1.0,1.0,307.0,3.0,0.0,0.0,Renaix,East Flanders,Flanders,Large
399000,1760,APARTMENT,APARTMENT,JUST_RENOVATED,3,141.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Roosdaal,Flemish Brabant,Flanders,Large
349000,1470,HOUSE,HOUSE,TO_BE_DONE_UP,4,242.0,0,1.0,0.0,370.0,3.0,0.0,0.0,Genappe,Walloon Brabant,Wallonia,Very Large
179000,4500,HOUSE,HOUSE,GOOD,3,99.0,0,1.0,0.0,250.0,3.0,0.0,0.0,Huy,Liège,Wallonia,Medium
270000,8400,APARTMENT,APARTMENT,TO_RENOVATE,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
645000,1000,APARTMENT,PENTHOUSE,JUST_RENOVATED,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital,Bruxelles-Capital,Medium
445000,2018,APARTMENT,DUPLEX,GOOD,3,269.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp,Flanders,Very Large
425000,1050,APARTMENT,DUPLEX,GOOD,2,71.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital,Bruxelles-Capital,Medium
349000,2800,HOUSE,HOUSE,TO_RENOVATE,4,128.0,0,1.0,1.0,324.0,2.0,0.0,0.0,Mechelen,Antwerp,Flanders,Large
349000,9300,HOUSE,HOUSE,GOOD,2,108.0,0,1.0,1.0,0.0,3.0,0.0,0.0,Aalst,East Flanders,Flanders,Large
315000,9690,HOUSE,HOUSE,GOOD,3,184.0,0,1.0,1.0,745.0,3.0,0.0,0.0,Kluisbergen,East Flanders,Flanders,Large
375000,4000,HOUSE,VILLA,GOOD,3,143.0,0,0.0,1.0,721.0,4.0,0.0,0.0,Liège,Liège,Wallonia,Large
199000,9320,HOUSE,HOUSE,GOOD,2,91.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders,Medium
469000,1180,APARTMENT,DUPLEX,JUST_RENOVATED,1,85.0,1,0.0,0.0,0.0,2.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital,Medium
365000,9820,APARTMENT,APARTMENT,AS_NEW,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Merelbeke,East Flanders,Flanders,Medium
224000,2870,APARTMENT,APARTMENT,GOOD,2,112.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Puurs-Sint-Amands,Antwerp,Flanders,Large
239000,7712,HOUSE,HOUSE,JUST_RENOVATED,3,118.0,0,0.0,0.0,358.0,3.0,0.0,0.0,Mouscron,Hainaut,Wallonia,Large
275000,1050,APARTMENT,FLAT_STUDIO,AS_NEW,1,45.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Ixelles,Brussels Capital,Bruxelles-Capital,Small
230000,1070,APARTMENT,APARTMENT,GOOD,3,87.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Medium
320000,1650,HOUSE,HOUSE,TO_BE_DONE_UP,3,106.0,0,1.0,0.0,482.0,3.0,0.0,0.0,Beersel,Flemish Brabant,Flanders,Large
474650,1950,APARTMENT,SERVICE_FLAT,AS_NEW,1,96.0,1,0.0,0.0,0.0,2.0,0.0,1.0,Kraainem,Flemish Brabant,Flanders,Medium
224750,9961,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Assenede,East Flanders,Flanders,Medium
349000,8900,APARTMENT,APARTMENT,AS_NEW,3,126.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Ieper,West Flanders,Flanders,Large
287500,1420,HOUSE,HOUSE,GOOD,3,147.0,0,0.0,0.0,256.0,2.0,0.0,0.0,Braine-l'Alleud,Walloon Brabant,Wallonia,Large
150000,7608,HOUSE,HOUSE,TO_RENOVATE,2,130.0,0,0.0,0.0,455.0,3.0,0.0,0.0,Péruwelz,Hainaut,Wallonia,Large
440000,8301,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,1.0,0.0,2.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
295000,8810,APARTMENT,APARTMENT,GOOD,2,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lichtervelde,West Flanders,Flanders,Medium
522500,1200,APARTMENT,APARTMENT,AS_NEW,2,100.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital,Bruxelles-Capital,Medium
229000,1420,APARTMENT,APARTMENT,GOOD,1,60.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Braine-l'Alleud,Walloon Brabant,Wallonia,Medium
399000,9041,HOUSE,HOUSE,AS_NEW,3,200.0,0,1.0,0.0,483.0,4.0,0.0,0.0,Gent,East Flanders,Flanders,Large
165000,4610,HOUSE,HOUSE,AS_NEW,2,91.0,0,0.0,1.0,0.0,2.0,0.0,0.0,Beyne-Heusay,Liège,Wallonia,Medium
299000,9300,APARTMENT,APARTMENT,GOOD,2,116.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders,Flanders,Large
665000,1180,HOUSE,HOUSE,GOOD,4,216.0,0,1.0,1.0,268.0,2.0,0.0,0.0,Uccle,Brussels Capital,Bruxelles-Capital,Very Large
245000,5300,APARTMENT,APARTMENT,GOOD,2,88.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Andenne,Namur,Wallonia,Medium
315000,8870,HOUSE,HOUSE,GOOD,3,189.0,0,1.0,0.0,112.0,3.0,0.0,0.0,Izegem,West Flanders,Flanders,Large
249000,2800,APARTMENT,APARTMENT,GOOD,2,98.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mechelen,Antwerp,Flanders,Medium
256000,9450,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Haaltert,East Flanders,Flanders,Medium
174000,2100,APARTMENT,APARTMENT,GOOD,2,73.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
355000,9051,APARTMENT,APARTMENT,GOOD,3,101.0,1,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
438000,3680,HOUSE,HOUSE,GOOD,3,156.0,0,0.0,0.0,461.0,3.0,0.0,0.0,Maaseik,Limburg,Wallonia,Large
300000,1080,APARTMENT,APARTMENT,GOOD,2,85.0,1,1.0,0.0,0.0,2.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital,Bruxelles-Capital,Medium
195000,2170,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp,Flanders,Medium
498000,9040,HOUSE,HOUSE,GOOD,3,204.0,0,1.0,1.0,134.0,3.0,0.0,0.0,Gent,East Flanders,Flanders,Very Large
215000,1070,APARTMENT,APARTMENT,GOOD,3,115.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital,Bruxelles-Capital,Large
635000,3010,HOUSE,HOUSE,AS_NEW,3,175.0,0,1.0,0.0,273.0,2.0,0.0,0.0,Leuven,Flemish Brabant,Flanders,Large
739000,8300,APARTMENT,APARTMENT,AS_NEW,3,92.0,1,1.0,0.0,0.0,3.0,0.0,1.0,Knokke-Heist,West Flanders,Flanders,Medium
415000,9940,HOUSE,HOUSE,GOOD,4,150.0,0,1.0,0.0,510.0,3.0,0.0,0.0,Evergem,East Flanders,Flanders,Large
445000,8000,HOUSE,HOUSE,GOOD,3,160.0,1,1.0,0.0,90.0,2.0,0.0,0.0,Brugge,West Flanders,Flanders,Large
295000,2530,HOUSE,HOUSE,GOOD,3,236.0,0,0.0,0.0,199.0,3.0,0.0,0.0,Boechout,Antwerp,Flanders,Very Large
385000,1082,HOUSE,OTHER_PROPERTY,GOOD,2,165.0,0,1.0,1.0,165.0,3.5,0.0,0.0,Berchem-Sainte-Agathe,Brussels Capital,Bruxelles-Capital,Large
249000,1140,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evere,Brussels Capital,Bruxelles-Capital,Medium
329000,2240,APARTMENT,APARTMENT,GOOD,2,91.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Zandhoven,Antwerp,Flanders,Medium
375000,2640,HOUSE,HOUSE,GOOD,2,154.0,0,1.0,0.0,212.0,2.0,0.0,0.0,Mortsel,Antwerp,Flanders,Large
275000,1030,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital,Bruxelles-Capital,Medium
230000,2440,HOUSE,HOUSE,TO_BE_DONE_UP,3,155.0,0,1.0,0.0,244.0,3.0,0.0,0.0,Geel,Antwerp,Flanders,Large
215000,8400,APARTMENT,APARTMENT,GOOD,2,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,West Flanders,Flanders,Medium
365000,8430,APARTMENT,APARTMENT,GOOD,1,58.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,West Flanders,Flanders,Medium
235000,8434,APARTMENT,APARTMENT,AS_NEW,2,76.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Middelkerke,West Flanders,Flanders,Medium
675000,9000,APARTMENT,APARTMENT,GOOD,3,163.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders,Flanders,Large
